Entity,Code,Date,share_doses_used
Alabama,,2021-01-12,0.207
Alabama,,2021-01-13,0.222
Alabama,,2021-01-14,0.212
Alabama,,2021-01-15,0.226
Alabama,,2021-01-19,0.294
Alabama,,2021-01-20,0.288
Alabama,,2021-01-21,0.336
Alabama,,2021-01-22,0.384
Alabama,,2021-01-23,0.425
Alabama,,2021-01-24,0.468
Alabama,,2021-01-25,0.481
Alabama,,2021-01-26,0.448
Alabama,,2021-01-27,0.42
Alabama,,2021-01-28,0.426
Alabama,,2021-01-29,0.456
Alabama,,2021-01-30,0.519
Alabama,,2021-01-31,0.537
Alabama,,2021-02-01,0.543
Alabama,,2021-02-02,0.546
Alabama,,2021-02-03,0.508
Alabama,,2021-02-04,0.511
Alabama,,2021-02-05,0.538
Alabama,,2021-02-06,0.566
Alabama,,2021-02-07,0.575
Alabama,,2021-02-08,0.582
Alabama,,2021-02-09,0.596
Alabama,,2021-02-10,0.599
Alabama,,2021-02-11,0.596
Alabama,,2021-02-12,0.61
Alabama,,2021-02-13,0.624
Alabama,,2021-02-14,0.634
Alabama,,2021-02-16,0.627
Alabama,,2021-02-17,0.63
Alabama,,2021-02-18,0.651
Alabama,,2021-02-19,0.686
Alabama,,2021-02-20,0.72
Alabama,,2021-02-21,0.729
Alabama,,2021-02-22,0.733
Alabama,,2021-02-23,0.752
Alabama,,2021-02-24,0.737
Alabama,,2021-02-25,0.739
Alabama,,2021-02-26,0.648
Alabama,,2021-02-27,0.664
Alabama,,2021-02-28,0.672
Alabama,,2021-03-01,0.676
Alabama,,2021-03-02,0.665
Alabama,,2021-03-03,0.681
Alabama,,2021-03-04,0.674
Alabama,,2021-03-05,0.684
Alabama,,2021-03-06,0.675
Alaska,,2021-01-12,0.253
Alaska,,2021-01-13,0.259
Alaska,,2021-01-14,0.283
Alaska,,2021-01-15,0.326
Alaska,,2021-01-19,0.441
Alaska,,2021-01-20,0.454
Alaska,,2021-01-21,0.466
Alaska,,2021-01-22,0.522
Alaska,,2021-01-23,0.567
Alaska,,2021-01-24,0.605
Alaska,,2021-01-25,0.623
Alaska,,2021-01-26,0.602
Alaska,,2021-01-27,0.596
Alaska,,2021-01-28,0.594
Alaska,,2021-01-29,0.574
Alaska,,2021-01-30,0.597
Alaska,,2021-01-31,0.619
Alaska,,2021-02-01,0.632
Alaska,,2021-02-02,0.627
Alaska,,2021-02-03,0.547
Alaska,,2021-02-04,0.541
Alaska,,2021-02-05,0.545
Alaska,,2021-02-06,0.56
Alaska,,2021-02-07,0.588
Alaska,,2021-02-08,0.607
Alaska,,2021-02-09,0.595
Alaska,,2021-02-10,0.6
Alaska,,2021-02-11,0.6
Alaska,,2021-02-12,0.617
Alaska,,2021-02-13,0.645
Alaska,,2021-02-14,0.677
Alaska,,2021-02-16,0.703
Alaska,,2021-02-17,0.713
Alaska,,2021-02-18,0.733
Alaska,,2021-02-19,0.721
Alaska,,2021-02-20,0.758
Alaska,,2021-02-21,0.784
Alaska,,2021-02-22,0.794
Alaska,,2021-02-23,0.787
Alaska,,2021-02-24,0.772
Alaska,,2021-02-25,0.782
Alaska,,2021-02-26,0.765
Alaska,,2021-02-27,0.758
Alaska,,2021-02-28,0.773
Alaska,,2021-03-01,0.784
Alaska,,2021-03-02,0.724
Alaska,,2021-03-03,0.685
Alaska,,2021-03-04,0.677
Alaska,,2021-03-05,0.668
Alaska,,2021-03-06,0.676
American Samoa,ASM,2021-01-12,0.199
American Samoa,ASM,2021-01-13,0.242
American Samoa,ASM,2021-01-14,0.279
American Samoa,ASM,2021-01-15,0.21
American Samoa,ASM,2021-01-19,0.258
American Samoa,ASM,2021-01-20,0.288
American Samoa,ASM,2021-01-21,0.307
American Samoa,ASM,2021-01-22,0.356
American Samoa,ASM,2021-01-23,0.37
American Samoa,ASM,2021-01-24,0.436
American Samoa,ASM,2021-01-25,0.436
American Samoa,ASM,2021-01-26,0.451
American Samoa,ASM,2021-01-27,0.492
American Samoa,ASM,2021-01-28,0.492
American Samoa,ASM,2021-01-29,0.538
American Samoa,ASM,2021-01-30,0.538
American Samoa,ASM,2021-01-31,0.538
American Samoa,ASM,2021-02-01,0.583
American Samoa,ASM,2021-02-02,0.583
American Samoa,ASM,2021-02-03,0.6
American Samoa,ASM,2021-02-04,0.382
American Samoa,ASM,2021-02-05,0.408
American Samoa,ASM,2021-02-06,0.416
American Samoa,ASM,2021-02-07,0.416
American Samoa,ASM,2021-02-08,0.416
American Samoa,ASM,2021-02-09,0.431
American Samoa,ASM,2021-02-10,0.452
American Samoa,ASM,2021-02-11,0.459
American Samoa,ASM,2021-02-12,0.51
American Samoa,ASM,2021-02-13,0.522
American Samoa,ASM,2021-02-14,0.522
American Samoa,ASM,2021-02-16,0.547
American Samoa,ASM,2021-02-17,0.552
American Samoa,ASM,2021-02-18,0.552
American Samoa,ASM,2021-02-19,0.552
American Samoa,ASM,2021-02-20,0.602
American Samoa,ASM,2021-02-21,0.638
American Samoa,ASM,2021-02-22,0.639
American Samoa,ASM,2021-02-23,0.639
American Samoa,ASM,2021-02-24,0.67
American Samoa,ASM,2021-02-25,0.67
American Samoa,ASM,2021-02-26,0.691
American Samoa,ASM,2021-02-27,0.691
American Samoa,ASM,2021-02-28,0.691
American Samoa,ASM,2021-03-01,0.691
American Samoa,ASM,2021-03-02,0.716
American Samoa,ASM,2021-03-03,0.716
American Samoa,ASM,2021-03-04,0.557
American Samoa,ASM,2021-03-05,0.5
American Samoa,ASM,2021-03-06,0.5
Arizona,,2021-01-12,0.251
Arizona,,2021-01-13,0.272
Arizona,,2021-01-14,0.304
Arizona,,2021-01-15,0.345
Arizona,,2021-01-19,0.466
Arizona,,2021-01-20,0.375
Arizona,,2021-01-21,0.381
Arizona,,2021-01-22,0.401
Arizona,,2021-01-23,0.435
Arizona,,2021-01-24,0.471
Arizona,,2021-01-25,0.499
Arizona,,2021-01-26,0.515
Arizona,,2021-01-27,0.463
Arizona,,2021-01-28,0.482
Arizona,,2021-01-29,0.515
Arizona,,2021-01-30,0.55
Arizona,,2021-01-31,0.586
Arizona,,2021-02-01,0.612
Arizona,,2021-02-02,0.584
Arizona,,2021-02-03,0.555
Arizona,,2021-02-04,0.579
Arizona,,2021-02-05,0.607
Arizona,,2021-02-06,0.647
Arizona,,2021-02-07,0.682
Arizona,,2021-02-08,0.709
Arizona,,2021-02-09,0.682
Arizona,,2021-02-10,0.655
Arizona,,2021-02-11,0.677
Arizona,,2021-02-12,0.711
Arizona,,2021-02-13,0.747
Arizona,,2021-02-14,0.782
Arizona,,2021-02-16,0.827
Arizona,,2021-02-17,0.834
Arizona,,2021-02-18,0.861
Arizona,,2021-02-19,0.82
Arizona,,2021-02-20,0.844
Arizona,,2021-02-21,0.871
Arizona,,2021-02-22,0.892
Arizona,,2021-02-23,0.869
Arizona,,2021-02-24,0.787
Arizona,,2021-02-25,0.779
Arizona,,2021-02-26,0.78
Arizona,,2021-02-27,0.805
Arizona,,2021-02-28,0.834
Arizona,,2021-03-01,0.861
Arizona,,2021-03-02,0.842
Arizona,,2021-03-03,0.807
Arizona,,2021-03-04,0.807
Arizona,,2021-03-05,0.785
Arizona,,2021-03-06,0.779
Arkansas,,2021-01-12,0.149
Arkansas,,2021-01-13,0.319
Arkansas,,2021-01-14,0.364
Arkansas,,2021-01-15,0.397
Arkansas,,2021-01-19,0.478
Arkansas,,2021-01-20,0.518
Arkansas,,2021-01-21,0.479
Arkansas,,2021-01-22,0.557
Arkansas,,2021-01-23,0.547
Arkansas,,2021-01-24,0.581
Arkansas,,2021-01-25,0.6
Arkansas,,2021-01-26,0.599
Arkansas,,2021-01-27,0.622
Arkansas,,2021-01-28,0.558
Arkansas,,2021-01-29,0.595
Arkansas,,2021-01-30,0.636
Arkansas,,2021-01-31,0.67
Arkansas,,2021-02-01,0.686
Arkansas,,2021-02-02,0.672
Arkansas,,2021-02-03,0.646
Arkansas,,2021-02-04,0.654
Arkansas,,2021-02-05,0.656
Arkansas,,2021-02-06,0.694
Arkansas,,2021-02-07,0.729
Arkansas,,2021-02-08,0.744
Arkansas,,2021-02-09,0.696
Arkansas,,2021-02-10,0.718
Arkansas,,2021-02-11,0.726
Arkansas,,2021-02-12,0.71
Arkansas,,2021-02-13,0.725
Arkansas,,2021-02-14,0.749
Arkansas,,2021-02-16,0.765
Arkansas,,2021-02-17,0.75
Arkansas,,2021-02-18,0.739
Arkansas,,2021-02-19,0.748
Arkansas,,2021-02-20,0.753
Arkansas,,2021-02-21,0.764
Arkansas,,2021-02-22,0.774
Arkansas,,2021-02-23,0.68
Arkansas,,2021-02-24,0.679
Arkansas,,2021-02-25,0.693
Arkansas,,2021-02-26,0.694
Arkansas,,2021-02-27,0.698
Arkansas,,2021-02-28,0.727
Arkansas,,2021-03-01,0.741
Arkansas,,2021-03-02,0.697
Arkansas,,2021-03-03,0.712
Arkansas,,2021-03-04,0.711
Arkansas,,2021-03-05,0.68
Arkansas,,2021-03-06,0.684
Bureau of Prisons,,2021-01-12,0.914
Bureau of Prisons,,2021-01-13,0.978
Bureau of Prisons,,2021-01-14,0.98
Bureau of Prisons,,2021-01-15,0.996
Bureau of Prisons,,2021-01-19,1.052
Bureau of Prisons,,2021-01-20,0.771
Bureau of Prisons,,2021-01-21,0.842
Bureau of Prisons,,2021-01-22,0.861
Bureau of Prisons,,2021-01-23,0.943
Bureau of Prisons,,2021-01-24,0.973
Bureau of Prisons,,2021-01-25,0.984
Bureau of Prisons,,2021-01-26,0.849
Bureau of Prisons,,2021-01-27,0.909
Bureau of Prisons,,2021-01-28,0.949
Bureau of Prisons,,2021-01-29,0.99
Bureau of Prisons,,2021-01-30,1.03
Bureau of Prisons,,2021-01-31,1.041
Bureau of Prisons,,2021-02-01,1.041
Bureau of Prisons,,2021-02-02,0.9
Bureau of Prisons,,2021-02-03,0.94
Bureau of Prisons,,2021-02-04,0.988
Bureau of Prisons,,2021-02-05,1.03
Bureau of Prisons,,2021-02-06,1.069
Bureau of Prisons,,2021-02-07,1.089
Bureau of Prisons,,2021-02-08,1.089
Bureau of Prisons,,2021-02-09,0.966
Bureau of Prisons,,2021-02-10,1.006
Bureau of Prisons,,2021-02-11,1.04
Bureau of Prisons,,2021-02-12,1.042
Bureau of Prisons,,2021-02-13,1.072
Bureau of Prisons,,2021-02-14,1.087
Bureau of Prisons,,2021-02-16,1.075
Bureau of Prisons,,2021-02-17,1.063
Bureau of Prisons,,2021-02-18,1.073
Bureau of Prisons,,2021-02-19,1.047
Bureau of Prisons,,2021-02-20,1.039
Bureau of Prisons,,2021-02-21,1.063
Bureau of Prisons,,2021-02-22,1.065
Bureau of Prisons,,2021-02-23,1.066
Bureau of Prisons,,2021-02-24,0.94
Bureau of Prisons,,2021-02-25,0.964
Bureau of Prisons,,2021-02-26,1.004
Bureau of Prisons,,2021-02-27,1.036
Bureau of Prisons,,2021-02-28,1.055
Bureau of Prisons,,2021-03-01,1.055
Bureau of Prisons,,2021-03-02,0.934
Bureau of Prisons,,2021-03-03,0.96
Bureau of Prisons,,2021-03-04,1.016
Bureau of Prisons,,2021-03-05,1.073
Bureau of Prisons,,2021-03-06,1.098
California,,2021-01-12,0.248
California,,2021-01-13,0.259
California,,2021-01-14,0.275
California,,2021-01-15,0.302
California,,2021-01-19,0.412
California,,2021-01-20,0.368
California,,2021-01-21,0.373
California,,2021-01-22,0.383
California,,2021-01-23,0.409
California,,2021-01-24,0.448
California,,2021-01-25,0.475
California,,2021-01-26,0.458
California,,2021-01-27,0.473
California,,2021-01-28,0.495
California,,2021-01-29,0.516
California,,2021-01-30,0.546
California,,2021-01-31,0.58
California,,2021-02-01,0.609
California,,2021-02-02,0.625
California,,2021-02-03,0.579
California,,2021-02-04,0.578
California,,2021-02-05,0.579
California,,2021-02-06,0.594
California,,2021-02-07,0.644
California,,2021-02-08,0.672
California,,2021-02-09,0.648
California,,2021-02-10,0.652
California,,2021-02-11,0.656
California,,2021-02-12,0.671
California,,2021-02-13,0.691
California,,2021-02-14,0.722
California,,2021-02-16,0.753
California,,2021-02-17,0.752
California,,2021-02-18,0.745
California,,2021-02-19,0.76
California,,2021-02-20,0.785
California,,2021-02-21,0.812
California,,2021-02-22,0.829
California,,2021-02-23,0.76
California,,2021-02-24,0.736
California,,2021-02-25,0.736
California,,2021-02-26,0.736
California,,2021-02-27,0.739
California,,2021-02-28,0.761
California,,2021-03-01,0.786
California,,2021-03-02,0.758
California,,2021-03-03,0.762
California,,2021-03-04,0.745
California,,2021-03-05,0.74
California,,2021-03-06,0.75
Colorado,,2021-01-12,0.434
Colorado,,2021-01-13,0.452
Colorado,,2021-01-14,0.479
Colorado,,2021-01-15,0.512
Colorado,,2021-01-19,0.621
Colorado,,2021-01-20,0.539
Colorado,,2021-01-21,0.537
Colorado,,2021-01-22,0.562
Colorado,,2021-01-23,0.545
Colorado,,2021-01-24,0.627
Colorado,,2021-01-25,0.647
Colorado,,2021-01-26,0.63
Colorado,,2021-01-27,0.612
Colorado,,2021-01-28,0.614
Colorado,,2021-01-29,0.642
Colorado,,2021-01-30,0.67
Colorado,,2021-01-31,0.7
Colorado,,2021-02-01,0.725
Colorado,,2021-02-02,0.69
Colorado,,2021-02-03,0.656
Colorado,,2021-02-04,0.65
Colorado,,2021-02-05,0.669
Colorado,,2021-02-06,0.701
Colorado,,2021-02-07,0.736
Colorado,,2021-02-08,0.759
Colorado,,2021-02-09,0.725
Colorado,,2021-02-10,0.709
Colorado,,2021-02-11,0.701
Colorado,,2021-02-12,0.701
Colorado,,2021-02-13,0.732
Colorado,,2021-02-14,0.766
Colorado,,2021-02-16,0.817
Colorado,,2021-02-17,0.832
Colorado,,2021-02-18,0.821
Colorado,,2021-02-19,0.85
Colorado,,2021-02-20,0.866
Colorado,,2021-02-21,0.891
Colorado,,2021-02-22,0.913
Colorado,,2021-02-23,0.87
Colorado,,2021-02-24,0.838
Colorado,,2021-02-25,0.81
Colorado,,2021-02-26,0.798
Colorado,,2021-02-27,0.779
Colorado,,2021-02-28,0.806
Colorado,,2021-03-01,0.831
Colorado,,2021-03-02,0.818
Colorado,,2021-03-03,0.791
Colorado,,2021-03-04,0.773
Colorado,,2021-03-05,0.761
Colorado,,2021-03-06,0.782
Connecticut,,2021-01-12,0.604
Connecticut,,2021-01-13,0.514
Connecticut,,2021-01-14,0.523
Connecticut,,2021-01-15,0.565
Connecticut,,2021-01-19,0.698
Connecticut,,2021-01-20,0.565
Connecticut,,2021-01-21,0.608
Connecticut,,2021-01-22,0.602
Connecticut,,2021-01-23,0.622
Connecticut,,2021-01-24,0.653
Connecticut,,2021-01-25,0.672
Connecticut,,2021-01-26,0.664
Connecticut,,2021-01-27,0.664
Connecticut,,2021-01-28,0.667
Connecticut,,2021-01-29,0.698
Connecticut,,2021-01-30,0.728
Connecticut,,2021-01-31,0.755
Connecticut,,2021-02-01,0.776
Connecticut,,2021-02-02,0.794
Connecticut,,2021-02-03,0.764
Connecticut,,2021-02-04,0.723
Connecticut,,2021-02-05,0.752
Connecticut,,2021-02-06,0.702
Connecticut,,2021-02-07,0.721
Connecticut,,2021-02-08,0.733
Connecticut,,2021-02-09,0.693
Connecticut,,2021-02-10,0.717
Connecticut,,2021-02-11,0.739
Connecticut,,2021-02-12,0.769
Connecticut,,2021-02-13,0.773
Connecticut,,2021-02-14,0.789
Connecticut,,2021-02-16,0.778
Connecticut,,2021-02-17,0.806
Connecticut,,2021-02-18,0.832
Connecticut,,2021-02-19,0.858
Connecticut,,2021-02-20,0.861
Connecticut,,2021-02-21,0.874
Connecticut,,2021-02-22,0.897
Connecticut,,2021-02-23,0.87
Connecticut,,2021-02-24,0.83
Connecticut,,2021-02-25,0.832
Connecticut,,2021-02-26,0.801
Connecticut,,2021-02-27,0.818
Connecticut,,2021-02-28,0.838
Connecticut,,2021-03-01,0.861
Connecticut,,2021-03-02,0.811
Connecticut,,2021-03-03,0.811
Connecticut,,2021-03-04,0.808
Connecticut,,2021-03-05,0.789
Connecticut,,2021-03-06,0.807
Delaware,,2021-01-12,0.299
Delaware,,2021-01-13,0.311
Delaware,,2021-01-14,0.341
Delaware,,2021-01-15,0.341
Delaware,,2021-01-19,0.466
Delaware,,2021-01-20,0.455
Delaware,,2021-01-21,0.463
Delaware,,2021-01-22,0.466
Delaware,,2021-01-23,0.516
Delaware,,2021-01-24,0.552
Delaware,,2021-01-25,0.575
Delaware,,2021-01-26,0.53
Delaware,,2021-01-27,0.55
Delaware,,2021-01-28,0.58
Delaware,,2021-01-29,0.607
Delaware,,2021-01-30,0.643
Delaware,,2021-01-31,0.695
Delaware,,2021-02-01,0.714
Delaware,,2021-02-02,0.722
Delaware,,2021-02-03,0.695
Delaware,,2021-02-04,0.686
Delaware,,2021-02-05,0.707
Delaware,,2021-02-06,0.733
Delaware,,2021-02-07,0.764
Delaware,,2021-02-08,0.784
Delaware,,2021-02-09,0.785
Delaware,,2021-02-10,0.71
Delaware,,2021-02-11,0.732
Delaware,,2021-02-12,0.726
Delaware,,2021-02-13,0.756
Delaware,,2021-02-14,0.779
Delaware,,2021-02-16,0.806
Delaware,,2021-02-17,0.82
Delaware,,2021-02-18,0.846
Delaware,,2021-02-19,0.858
Delaware,,2021-02-20,0.884
Delaware,,2021-02-21,0.886
Delaware,,2021-02-22,0.901
Delaware,,2021-02-23,0.755
Delaware,,2021-02-24,0.693
Delaware,,2021-02-25,0.675
Delaware,,2021-02-26,0.698
Delaware,,2021-02-27,0.729
Delaware,,2021-02-28,0.752
Delaware,,2021-03-01,0.772
Delaware,,2021-03-02,0.696
Delaware,,2021-03-03,0.725
Delaware,,2021-03-04,0.708
Delaware,,2021-03-05,0.71
Delaware,,2021-03-06,0.731
Dept of Defense,,2021-01-12,0.371
Dept of Defense,,2021-01-13,0.337
Dept of Defense,,2021-01-14,0.387
Dept of Defense,,2021-01-15,0.397
Dept of Defense,,2021-01-19,0.502
Dept of Defense,,2021-01-20,0.514
Dept of Defense,,2021-01-21,0.477
Dept of Defense,,2021-01-22,0.476
Dept of Defense,,2021-01-23,0.46
Dept of Defense,,2021-01-24,0.497
Dept of Defense,,2021-01-25,0.511
Dept of Defense,,2021-01-26,0.502
Dept of Defense,,2021-01-27,0.476
Dept of Defense,,2021-01-28,0.491
Dept of Defense,,2021-01-29,0.514
Dept of Defense,,2021-01-30,0.551
Dept of Defense,,2021-01-31,0.59
Dept of Defense,,2021-02-01,0.594
Dept of Defense,,2021-02-02,0.608
Dept of Defense,,2021-02-03,0.583
Dept of Defense,,2021-02-04,0.576
Dept of Defense,,2021-02-05,0.595
Dept of Defense,,2021-02-06,0.602
Dept of Defense,,2021-02-07,0.635
Dept of Defense,,2021-02-08,0.647
Dept of Defense,,2021-02-09,0.638
Dept of Defense,,2021-02-10,0.649
Dept of Defense,,2021-02-11,0.655
Dept of Defense,,2021-02-12,0.66
Dept of Defense,,2021-02-13,0.673
Dept of Defense,,2021-02-14,0.693
Dept of Defense,,2021-02-16,0.689
Dept of Defense,,2021-02-17,0.689
Dept of Defense,,2021-02-18,0.691
Dept of Defense,,2021-02-19,0.695
Dept of Defense,,2021-02-20,0.703
Dept of Defense,,2021-02-21,0.724
Dept of Defense,,2021-02-22,0.733
Dept of Defense,,2021-02-23,0.718
Dept of Defense,,2021-02-24,0.684
Dept of Defense,,2021-02-25,0.687
Dept of Defense,,2021-02-26,0.657
Dept of Defense,,2021-02-27,0.668
Dept of Defense,,2021-02-28,0.692
Dept of Defense,,2021-03-01,0.693
Dept of Defense,,2021-03-02,0.684
Dept of Defense,,2021-03-03,0.654
Dept of Defense,,2021-03-04,0.639
Dept of Defense,,2021-03-05,0.636
Dept of Defense,,2021-03-06,0.64
District of Columbia,,2021-01-12,0.475
District of Columbia,,2021-01-13,0.484
District of Columbia,,2021-01-14,0.537
District of Columbia,,2021-01-15,0.584
District of Columbia,,2021-01-19,0.732
District of Columbia,,2021-01-20,0.688
District of Columbia,,2021-01-21,0.733
District of Columbia,,2021-01-22,0.63
District of Columbia,,2021-01-23,0.657
District of Columbia,,2021-01-24,0.685
District of Columbia,,2021-01-25,0.705
District of Columbia,,2021-01-26,0.663
District of Columbia,,2021-01-27,0.633
District of Columbia,,2021-01-28,0.49
District of Columbia,,2021-01-29,0.494
District of Columbia,,2021-01-30,0.516
District of Columbia,,2021-01-31,0.542
District of Columbia,,2021-02-01,0.556
District of Columbia,,2021-02-02,0.568
District of Columbia,,2021-02-03,0.532
District of Columbia,,2021-02-04,0.571
District of Columbia,,2021-02-05,0.592
District of Columbia,,2021-02-06,0.611
District of Columbia,,2021-02-07,0.634
District of Columbia,,2021-02-08,0.65
District of Columbia,,2021-02-09,0.65
District of Columbia,,2021-02-10,0.604
District of Columbia,,2021-02-11,0.577
District of Columbia,,2021-02-12,0.589
District of Columbia,,2021-02-13,0.6
District of Columbia,,2021-02-14,0.626
District of Columbia,,2021-02-16,0.652
District of Columbia,,2021-02-17,0.663
District of Columbia,,2021-02-18,0.673
District of Columbia,,2021-02-19,0.698
District of Columbia,,2021-02-20,0.709
District of Columbia,,2021-02-21,0.723
District of Columbia,,2021-02-22,0.729
District of Columbia,,2021-02-23,0.669
District of Columbia,,2021-02-24,0.633
District of Columbia,,2021-02-25,0.636
District of Columbia,,2021-02-26,0.627
District of Columbia,,2021-02-27,0.649
District of Columbia,,2021-02-28,0.684
District of Columbia,,2021-03-01,0.696
District of Columbia,,2021-03-02,0.671
District of Columbia,,2021-03-03,0.652
District of Columbia,,2021-03-04,0.639
District of Columbia,,2021-03-05,0.628
District of Columbia,,2021-03-06,0.655
Federated States of Micronesia,,2021-01-12,0.043
Federated States of Micronesia,,2021-01-13,0.058
Federated States of Micronesia,,2021-01-14,0.062
Federated States of Micronesia,,2021-01-15,0.071
Federated States of Micronesia,,2021-01-19,0.147
Federated States of Micronesia,,2021-01-20,0.179
Federated States of Micronesia,,2021-01-21,0.213
Federated States of Micronesia,,2021-01-22,0.257
Federated States of Micronesia,,2021-01-23,0.202
Federated States of Micronesia,,2021-01-24,0.202
Federated States of Micronesia,,2021-01-25,0.142
Federated States of Micronesia,,2021-01-26,0.153
Federated States of Micronesia,,2021-01-27,0.167
Federated States of Micronesia,,2021-01-28,0.181
Federated States of Micronesia,,2021-01-29,0.204
Federated States of Micronesia,,2021-01-30,0.204
Federated States of Micronesia,,2021-01-31,0.204
Federated States of Micronesia,,2021-02-01,0.263
Federated States of Micronesia,,2021-02-02,0.295
Federated States of Micronesia,,2021-02-03,0.322
Federated States of Micronesia,,2021-02-04,0.306
Federated States of Micronesia,,2021-02-05,0.32
Federated States of Micronesia,,2021-02-06,0.335
Federated States of Micronesia,,2021-02-07,0.339
Federated States of Micronesia,,2021-02-08,0.34
Federated States of Micronesia,,2021-02-09,0.258
Federated States of Micronesia,,2021-02-10,0.267
Federated States of Micronesia,,2021-02-11,0.279
Federated States of Micronesia,,2021-02-12,0.292
Federated States of Micronesia,,2021-02-13,0.308
Federated States of Micronesia,,2021-02-14,0.314
Federated States of Micronesia,,2021-02-16,0.333
Federated States of Micronesia,,2021-02-17,0.353
Federated States of Micronesia,,2021-02-18,0.371
Federated States of Micronesia,,2021-02-19,0.386
Federated States of Micronesia,,2021-02-20,0.386
Federated States of Micronesia,,2021-02-21,0.407
Federated States of Micronesia,,2021-02-22,0.407
Federated States of Micronesia,,2021-02-23,0.407
Federated States of Micronesia,,2021-02-24,0.433
Federated States of Micronesia,,2021-02-25,0.444
Federated States of Micronesia,,2021-02-26,0.461
Federated States of Micronesia,,2021-02-27,0.477
Federated States of Micronesia,,2021-02-28,0.49
Federated States of Micronesia,,2021-03-01,0.501
Federated States of Micronesia,,2021-03-02,0.524
Federated States of Micronesia,,2021-03-03,0.54
Federated States of Micronesia,,2021-03-04,0.488
Federated States of Micronesia,,2021-03-05,0.503
Federated States of Micronesia,,2021-03-06,0.518
Florida,,2021-01-12,0.378
Florida,,2021-01-13,0.42
Florida,,2021-01-14,0.393
Florida,,2021-01-15,0.412
Florida,,2021-01-19,0.568
Florida,,2021-01-20,0.487
Florida,,2021-01-21,0.487
Florida,,2021-01-22,0.502
Florida,,2021-01-23,0.512
Florida,,2021-01-24,0.531
Florida,,2021-01-25,0.531
Florida,,2021-01-26,0.509
Florida,,2021-01-27,0.527
Florida,,2021-01-28,0.551
Florida,,2021-01-29,0.558
Florida,,2021-01-30,0.557
Florida,,2021-01-31,0.577
Florida,,2021-02-01,0.59
Florida,,2021-02-02,0.56
Florida,,2021-02-03,0.583
Florida,,2021-02-04,0.608
Florida,,2021-02-05,0.596
Florida,,2021-02-06,0.629
Florida,,2021-02-07,0.688
Florida,,2021-02-08,0.688
Florida,,2021-02-09,0.648
Florida,,2021-02-10,0.666
Florida,,2021-02-11,0.685
Florida,,2021-02-12,0.742
Florida,,2021-02-13,0.755
Florida,,2021-02-14,0.768
Florida,,2021-02-16,0.783
Florida,,2021-02-17,0.788
Florida,,2021-02-18,0.812
Florida,,2021-02-19,0.844
Florida,,2021-02-20,0.821
Florida,,2021-02-21,0.857
Florida,,2021-02-22,0.857
Florida,,2021-02-23,0.804
Florida,,2021-02-24,0.751
Florida,,2021-02-25,0.766
Florida,,2021-02-26,0.773
Florida,,2021-02-27,0.764
Florida,,2021-02-28,0.799
Florida,,2021-03-01,0.8
Florida,,2021-03-02,0.753
Florida,,2021-03-03,0.727
Florida,,2021-03-04,0.738
Florida,,2021-03-05,0.724
Florida,,2021-03-06,0.732
Georgia,GEO,2021-01-12,0.177
Georgia,GEO,2021-01-13,0.198
Georgia,GEO,2021-01-14,0.229
Georgia,GEO,2021-01-15,0.229
Georgia,GEO,2021-01-19,0.309
Georgia,GEO,2021-01-20,0.369
Georgia,GEO,2021-01-21,0.39
Georgia,GEO,2021-01-22,0.489
Georgia,GEO,2021-01-23,0.489
Georgia,GEO,2021-01-24,0.489
Georgia,GEO,2021-01-25,0.489
Georgia,GEO,2021-01-26,0.51
Georgia,GEO,2021-01-27,0.505
Georgia,GEO,2021-01-28,0.53
Georgia,GEO,2021-01-29,0.559
Georgia,GEO,2021-01-30,0.591
Georgia,GEO,2021-01-31,0.625
Georgia,GEO,2021-02-01,0.642
Georgia,GEO,2021-02-02,0.604
Georgia,GEO,2021-02-03,0.595
Georgia,GEO,2021-02-04,0.598
Georgia,GEO,2021-02-05,0.623
Georgia,GEO,2021-02-06,0.651
Georgia,GEO,2021-02-07,0.679
Georgia,GEO,2021-02-08,0.692
Georgia,GEO,2021-02-09,0.641
Georgia,GEO,2021-02-10,0.639
Georgia,GEO,2021-02-11,0.631
Georgia,GEO,2021-02-12,0.631
Georgia,GEO,2021-02-13,0.658
Georgia,GEO,2021-02-14,0.712
Georgia,GEO,2021-02-16,0.692
Georgia,GEO,2021-02-17,0.691
Georgia,GEO,2021-02-18,0.731
Georgia,GEO,2021-02-19,0.753
Georgia,GEO,2021-02-20,0.78
Georgia,GEO,2021-02-21,0.807
Georgia,GEO,2021-02-22,0.817
Georgia,GEO,2021-02-23,0.794
Georgia,GEO,2021-02-24,0.757
Georgia,GEO,2021-02-25,0.742
Georgia,GEO,2021-02-26,0.709
Georgia,GEO,2021-02-27,0.718
Georgia,GEO,2021-02-28,0.719
Georgia,GEO,2021-03-01,0.719
Georgia,GEO,2021-03-02,0.68
Georgia,GEO,2021-03-03,0.676
Georgia,GEO,2021-03-04,0.655
Georgia,GEO,2021-03-05,0.667
Georgia,GEO,2021-03-06,0.671
Guam,GUM,2021-01-12,0.143
Guam,GUM,2021-01-13,0.111
Guam,GUM,2021-01-14,0.111
Guam,GUM,2021-01-15,0.111
Guam,GUM,2021-01-19,0.111
Guam,GUM,2021-01-20,0.111
Guam,GUM,2021-01-21,0.111
Guam,GUM,2021-01-22,0.111
Guam,GUM,2021-01-23,0.111
