Entity,Code,Date,daily_vaccinations_per_million
Massachusetts,,2021-03-05,7881
Massachusetts,,2021-03-06,8243
Michigan,,2021-01-13,6392
Michigan,,2021-01-14,4984
Michigan,,2021-01-15,4556
Michigan,,2021-01-16,4164
Michigan,,2021-01-17,3929
Michigan,,2021-01-18,3773
Michigan,,2021-01-19,3661
Michigan,,2021-01-20,3105
Michigan,,2021-01-21,3170
Michigan,,2021-01-22,3308
Michigan,,2021-01-23,3700
Michigan,,2021-01-24,3882
Michigan,,2021-01-25,3915
Michigan,,2021-01-26,3700
Michigan,,2021-01-27,3768
Michigan,,2021-01-28,3799
Michigan,,2021-01-29,3879
Michigan,,2021-01-30,3859
Michigan,,2021-01-31,4030
Michigan,,2021-02-01,3978
Michigan,,2021-02-02,3908
Michigan,,2021-02-03,3866
Michigan,,2021-02-04,3782
Michigan,,2021-02-05,3827
Michigan,,2021-02-06,3873
Michigan,,2021-02-07,3932
Michigan,,2021-02-08,3960
Michigan,,2021-02-09,4211
Michigan,,2021-02-10,4530
Michigan,,2021-02-11,4767
Michigan,,2021-02-12,4741
Michigan,,2021-02-13,4930
Michigan,,2021-02-14,5050
Michigan,,2021-02-15,4987
Michigan,,2021-02-16,4965
Michigan,,2021-02-17,4606
Michigan,,2021-02-18,4388
Michigan,,2021-02-19,5268
Michigan,,2021-02-20,4952
Michigan,,2021-02-21,4702
Michigan,,2021-02-22,4881
Michigan,,2021-02-23,4699
Michigan,,2021-02-24,5201
Michigan,,2021-02-25,5498
Michigan,,2021-02-26,4750
Michigan,,2021-02-27,5173
Michigan,,2021-02-28,5504
Michigan,,2021-03-01,5508
Michigan,,2021-03-02,5779
Michigan,,2021-03-03,5427
Michigan,,2021-03-04,5345
Michigan,,2021-03-05,5567
Michigan,,2021-03-06,5602
Minnesota,,2021-01-13,552
Minnesota,,2021-01-14,1547
Minnesota,,2021-01-15,2129
Minnesota,,2021-01-16,2187
Minnesota,,2021-01-17,2222
Minnesota,,2021-01-18,2245
Minnesota,,2021-01-19,2262
Minnesota,,2021-01-20,2209
Minnesota,,2021-01-21,2020
Minnesota,,2021-01-22,2026
Minnesota,,2021-01-23,2374
Minnesota,,2021-01-24,2439
Minnesota,,2021-01-25,2752
Minnesota,,2021-01-26,2759
Minnesota,,2021-01-27,3112
Minnesota,,2021-01-28,3653
Minnesota,,2021-01-29,4106
Minnesota,,2021-01-30,4574
Minnesota,,2021-01-31,5004
Minnesota,,2021-02-01,5053
Minnesota,,2021-02-02,4870
Minnesota,,2021-02-03,4491
Minnesota,,2021-02-04,5847
Minnesota,,2021-02-05,4917
Minnesota,,2021-02-06,5510
Minnesota,,2021-02-07,5328
Minnesota,,2021-02-08,5040
Minnesota,,2021-02-09,4879
Minnesota,,2021-02-10,4879
Minnesota,,2021-02-11,3035
Minnesota,,2021-02-12,3864
Minnesota,,2021-02-13,3245
Minnesota,,2021-02-14,3588
Minnesota,,2021-02-15,3661
Minnesota,,2021-02-16,4144
Minnesota,,2021-02-17,4557
Minnesota,,2021-02-18,5143
Minnesota,,2021-02-19,6707
Minnesota,,2021-02-20,6734
Minnesota,,2021-02-21,6741
Minnesota,,2021-02-22,6295
Minnesota,,2021-02-23,6621
Minnesota,,2021-02-24,6685
Minnesota,,2021-02-25,6625
Minnesota,,2021-02-26,5319
Minnesota,,2021-02-27,5699
Minnesota,,2021-02-28,6514
Minnesota,,2021-03-01,7379
Minnesota,,2021-03-02,6931
Minnesota,,2021-03-03,7306
Minnesota,,2021-03-04,7449
Minnesota,,2021-03-05,7619
Minnesota,,2021-03-06,7744
Mississippi,,2021-01-13,2266
Mississippi,,2021-01-14,2907
Mississippi,,2021-01-15,3336
Mississippi,,2021-01-16,3116
Mississippi,,2021-01-17,2984
Mississippi,,2021-01-18,2896
Mississippi,,2021-01-19,2834
Mississippi,,2021-01-20,2942
Mississippi,,2021-01-21,3112
Mississippi,,2021-01-22,3178
Mississippi,,2021-01-23,2826
Mississippi,,2021-01-24,3777
Mississippi,,2021-01-25,3586
Mississippi,,2021-01-26,3285
Mississippi,,2021-01-27,3247
Mississippi,,2021-01-28,3099
Mississippi,,2021-01-29,2987
Mississippi,,2021-01-30,3454
Mississippi,,2021-01-31,2821
Mississippi,,2021-02-01,2779
Mississippi,,2021-02-02,2790
Mississippi,,2021-02-03,2912
Mississippi,,2021-02-04,2384
Mississippi,,2021-02-05,3030
Mississippi,,2021-02-06,3743
Mississippi,,2021-02-07,4062
Mississippi,,2021-02-08,4251
Mississippi,,2021-02-09,4270
Mississippi,,2021-02-10,4541
Mississippi,,2021-02-11,5496
Mississippi,,2021-02-12,5301
Mississippi,,2021-02-13,5149
Mississippi,,2021-02-14,5096
Mississippi,,2021-02-15,5057
Mississippi,,2021-02-16,5246
Mississippi,,2021-02-17,4457
Mississippi,,2021-02-18,3502
Mississippi,,2021-02-19,4223
Mississippi,,2021-02-20,3538
Mississippi,,2021-02-21,3068
Mississippi,,2021-02-22,3181
Mississippi,,2021-02-23,3230
Mississippi,,2021-02-24,4181
Mississippi,,2021-02-25,4206
Mississippi,,2021-02-26,4463
Mississippi,,2021-02-27,5377
Mississippi,,2021-02-28,6151
Mississippi,,2021-03-01,6627
Mississippi,,2021-03-02,6758
Mississippi,,2021-03-03,6735
Mississippi,,2021-03-04,7662
Mississippi,,2021-03-05,6878
Mississippi,,2021-03-06,6882
Missouri,,2021-01-13,0
Missouri,,2021-01-14,1102
Missouri,,2021-01-15,1557
Missouri,,2021-01-16,1634
Missouri,,2021-01-17,1680
Missouri,,2021-01-18,1711
Missouri,,2021-01-19,1733
Missouri,,2021-01-20,1925
Missouri,,2021-01-21,2096
Missouri,,2021-01-22,2217
Missouri,,2021-01-23,2091
Missouri,,2021-01-24,2430
Missouri,,2021-01-25,2581
Missouri,,2021-01-26,2421
Missouri,,2021-01-27,2646
Missouri,,2021-01-28,2727
Missouri,,2021-01-29,2857
Missouri,,2021-01-30,2717
Missouri,,2021-01-31,2948
Missouri,,2021-02-01,2945
Missouri,,2021-02-02,2936
Missouri,,2021-02-03,2885
Missouri,,2021-02-04,2855
Missouri,,2021-02-05,2974
Missouri,,2021-02-06,4085
Missouri,,2021-02-07,4208
Missouri,,2021-02-08,4219
Missouri,,2021-02-09,4200
Missouri,,2021-02-10,4365
Missouri,,2021-02-11,4417
Missouri,,2021-02-12,4220
Missouri,,2021-02-13,5189
Missouri,,2021-02-14,5188
Missouri,,2021-02-15,5122
Missouri,,2021-02-16,5402
Missouri,,2021-02-17,5175
Missouri,,2021-02-18,5132
Missouri,,2021-02-19,6908
Missouri,,2021-02-20,5493
Missouri,,2021-02-21,5486
Missouri,,2021-02-22,5596
Missouri,,2021-02-23,5399
Missouri,,2021-02-24,5708
Missouri,,2021-02-25,5873
Missouri,,2021-02-26,4637
Missouri,,2021-02-27,5475
Missouri,,2021-02-28,4555
Missouri,,2021-03-01,6311
Missouri,,2021-03-02,6358
Missouri,,2021-03-03,6484
Missouri,,2021-03-04,6765
Missouri,,2021-03-05,6768
Missouri,,2021-03-06,6379
Montana,,2021-01-13,1853
Montana,,2021-01-14,2122
Montana,,2021-01-15,2271
Montana,,2021-01-16,2085
Montana,,2021-01-17,1973
Montana,,2021-01-18,1899
Montana,,2021-01-19,1846
Montana,,2021-01-20,1759
Montana,,2021-01-21,1840
Montana,,2021-01-22,2270
Montana,,2021-01-23,2880
Montana,,2021-01-24,3203
Montana,,2021-01-25,3087
Montana,,2021-01-26,2921
Montana,,2021-01-27,3201
Montana,,2021-01-28,3452
Montana,,2021-01-29,3508
Montana,,2021-01-30,3572
Montana,,2021-01-31,3734
Montana,,2021-02-01,3848
Montana,,2021-02-02,3953
Montana,,2021-02-03,3904
Montana,,2021-02-04,4001
Montana,,2021-02-05,4003
Montana,,2021-02-06,4225
Montana,,2021-02-07,4443
Montana,,2021-02-08,4428
Montana,,2021-02-09,4384
Montana,,2021-02-10,4541
Montana,,2021-02-11,4437
Montana,,2021-02-12,4700
Montana,,2021-02-13,4876
Montana,,2021-02-14,5219
Montana,,2021-02-15,5342
Montana,,2021-02-16,5552
Montana,,2021-02-17,5378
Montana,,2021-02-18,5445
Montana,,2021-02-19,8492
Montana,,2021-02-20,8224
Montana,,2021-02-21,8059
Montana,,2021-02-22,8231
Montana,,2021-02-23,8200
Montana,,2021-02-24,8294
Montana,,2021-02-25,8317
Montana,,2021-02-26,5315
Montana,,2021-02-27,5638
Montana,,2021-02-28,5925
Montana,,2021-03-01,5863
Montana,,2021-03-02,5767
Montana,,2021-03-03,6008
Montana,,2021-03-04,6511
Montana,,2021-03-05,6857
Montana,,2021-03-06,7088
Nebraska,,2021-01-13,2719
Nebraska,,2021-01-14,2709
Nebraska,,2021-01-15,2887
Nebraska,,2021-01-16,2569
Nebraska,,2021-01-17,2379
Nebraska,,2021-01-18,2251
Nebraska,,2021-01-19,2160
Nebraska,,2021-01-20,1963
Nebraska,,2021-01-21,1988
Nebraska,,2021-01-22,2013
Nebraska,,2021-01-23,2197
Nebraska,,2021-01-24,2615
Nebraska,,2021-01-25,2472
Nebraska,,2021-01-26,2322
Nebraska,,2021-01-27,2459
Nebraska,,2021-01-28,2819
Nebraska,,2021-01-29,2948
Nebraska,,2021-01-30,3191
Nebraska,,2021-01-31,3313
Nebraska,,2021-02-01,3463
Nebraska,,2021-02-02,3492
Nebraska,,2021-02-03,3597
Nebraska,,2021-02-04,3331
Nebraska,,2021-02-05,3380
Nebraska,,2021-02-06,3776
Nebraska,,2021-02-07,3926
Nebraska,,2021-02-08,3925
Nebraska,,2021-02-09,3906
Nebraska,,2021-02-10,3898
Nebraska,,2021-02-11,3896
Nebraska,,2021-02-12,4119
Nebraska,,2021-02-13,4102
Nebraska,,2021-02-14,4049
Nebraska,,2021-02-15,3996
Nebraska,,2021-02-16,4086
Nebraska,,2021-02-17,3976
Nebraska,,2021-02-18,4222
Nebraska,,2021-02-19,6488
Nebraska,,2021-02-20,6398
Nebraska,,2021-02-21,6421
Nebraska,,2021-02-22,6830
Nebraska,,2021-02-23,7542
Nebraska,,2021-02-24,8197
Nebraska,,2021-02-25,8667
Nebraska,,2021-02-26,6983
Nebraska,,2021-02-27,6158
Nebraska,,2021-02-28,7517
Nebraska,,2021-03-01,7065
Nebraska,,2021-03-02,6804
Nebraska,,2021-03-03,6736
Nebraska,,2021-03-04,6726
Nebraska,,2021-03-05,6861
Nebraska,,2021-03-06,6806
Nevada,,2021-01-13,0
Nevada,,2021-01-14,2466
Nevada,,2021-01-15,2383
Nevada,,2021-01-16,2176
Nevada,,2021-01-17,2052
Nevada,,2021-01-18,1969
Nevada,,2021-01-19,1910
Nevada,,2021-01-20,2109
Nevada,,2021-01-21,1815
Nevada,,2021-01-22,1984
Nevada,,2021-01-23,2252
Nevada,,2021-01-24,2734
Nevada,,2021-01-25,2867
Nevada,,2021-01-26,2853
Nevada,,2021-01-27,3118
Nevada,,2021-01-28,3662
Nevada,,2021-01-29,3883
Nevada,,2021-01-30,4043
Nevada,,2021-01-31,4122
Nevada,,2021-02-01,4123
Nevada,,2021-02-02,4119
Nevada,,2021-02-03,4875
Nevada,,2021-02-04,4483
Nevada,,2021-02-05,4366
Nevada,,2021-02-06,4548
Nevada,,2021-02-07,4313
Nevada,,2021-02-08,4542
Nevada,,2021-02-09,4562
Nevada,,2021-02-10,4029
Nevada,,2021-02-11,4057
Nevada,,2021-02-12,4167
Nevada,,2021-02-13,4119
Nevada,,2021-02-14,4376
Nevada,,2021-02-15,4217
Nevada,,2021-02-16,4419
Nevada,,2021-02-17,4020
Nevada,,2021-02-18,4077
Nevada,,2021-02-19,5944
Nevada,,2021-02-20,6710
Nevada,,2021-02-21,6557
Nevada,,2021-02-22,6906
Nevada,,2021-02-23,7032
Nevada,,2021-02-24,7134
Nevada,,2021-02-25,7199
Nevada,,2021-02-26,5576
Nevada,,2021-02-27,5094
Nevada,,2021-02-28,5375
Nevada,,2021-03-01,5965
Nevada,,2021-03-02,5786
Nevada,,2021-03-03,5896
Nevada,,2021-03-04,5935
Nevada,,2021-03-05,6063
Nevada,,2021-03-06,6236
New Hampshire,,2021-01-13,3387
New Hampshire,,2021-01-14,2978
New Hampshire,,2021-01-15,2918
New Hampshire,,2021-01-16,2604
New Hampshire,,2021-01-17,2416
New Hampshire,,2021-01-18,2290
New Hampshire,,2021-01-19,2200
New Hampshire,,2021-01-20,2123
New Hampshire,,2021-01-21,2304
New Hampshire,,2021-01-22,2425
New Hampshire,,2021-01-23,2631
New Hampshire,,2021-01-24,2763
New Hampshire,,2021-01-25,2661
New Hampshire,,2021-01-26,2673
New Hampshire,,2021-01-27,2906
New Hampshire,,2021-01-28,3132
New Hampshire,,2021-01-29,3343
New Hampshire,,2021-01-30,3564
New Hampshire,,2021-01-31,3674
New Hampshire,,2021-02-01,3771
New Hampshire,,2021-02-02,4076
New Hampshire,,2021-02-03,3697
New Hampshire,,2021-02-04,3639
New Hampshire,,2021-02-05,3754
New Hampshire,,2021-02-06,3933
New Hampshire,,2021-02-07,3948
New Hampshire,,2021-02-08,3791
New Hampshire,,2021-02-09,3460
New Hampshire,,2021-02-10,3984
New Hampshire,,2021-02-11,4099
New Hampshire,,2021-02-12,3989
New Hampshire,,2021-02-13,4149
New Hampshire,,2021-02-14,4481
New Hampshire,,2021-02-15,4832
New Hampshire,,2021-02-16,5035
New Hampshire,,2021-02-17,4426
New Hampshire,,2021-02-18,4493
New Hampshire,,2021-02-19,5282
New Hampshire,,2021-02-20,5214
New Hampshire,,2021-02-21,5492
New Hampshire,,2021-02-22,5810
New Hampshire,,2021-02-23,6053
New Hampshire,,2021-02-24,6715
New Hampshire,,2021-02-25,6765
New Hampshire,,2021-02-26,6145
New Hampshire,,2021-02-27,6354
New Hampshire,,2021-02-28,6387
New Hampshire,,2021-03-01,5979
New Hampshire,,2021-03-02,5912
New Hampshire,,2021-03-03,6015
New Hampshire,,2021-03-04,6154
New Hampshire,,2021-03-05,6159
New Hampshire,,2021-03-06,6340
New Jersey,,2021-01-13,4721
New Jersey,,2021-01-14,2385
New Jersey,,2021-01-15,3604
New Jersey,,2021-01-16,3287
New Jersey,,2021-01-17,3098
New Jersey,,2021-01-18,2971
New Jersey,,2021-01-19,2881
New Jersey,,2021-01-20,2722
New Jersey,,2021-01-21,2715
New Jersey,,2021-01-22,2369
New Jersey,,2021-01-23,2622
New Jersey,,2021-01-24,2847
New Jersey,,2021-01-25,2956
New Jersey,,2021-01-26,2824
New Jersey,,2021-01-27,2889
New Jersey,,2021-01-28,3474
New Jersey,,2021-01-29,4231
New Jersey,,2021-01-30,4311
New Jersey,,2021-01-31,4179
New Jersey,,2021-02-01,3975
New Jersey,,2021-02-02,4195
New Jersey,,2021-02-03,3858
New Jersey,,2021-02-04,3273
New Jersey,,2021-02-05,2530
New Jersey,,2021-02-06,4380
New Jersey,,2021-02-07,4493
New Jersey,,2021-02-08,4577
New Jersey,,2021-02-09,4185
New Jersey,,2021-02-10,4777
New Jersey,,2021-02-11,5548
New Jersey,,2021-02-12,5919
New Jersey,,2021-02-13,4317
New Jersey,,2021-02-14,4415
New Jersey,,2021-02-15,4720
New Jersey,,2021-02-16,5316
New Jersey,,2021-02-17,5335
New Jersey,,2021-02-18,5557
New Jersey,,2021-02-19,5657
New Jersey,,2021-02-20,5451
New Jersey,,2021-02-21,5464
New Jersey,,2021-02-22,5200
New Jersey,,2021-02-23,5335
New Jersey,,2021-02-24,5198
New Jersey,,2021-02-25,5214
New Jersey,,2021-02-26,5447
New Jersey,,2021-02-27,5789
New Jersey,,2021-02-28,6058
New Jersey,,2021-03-01,6190
New Jersey,,2021-03-02,6888
New Jersey,,2021-03-03,7178
New Jersey,,2021-03-04,7380
New Jersey,,2021-03-05,7398
New Jersey,,2021-03-06,7562
New Mexico,,2021-01-13,1726
New Mexico,,2021-01-14,2666
New Mexico,,2021-01-15,3349
New Mexico,,2021-01-16,3670
New Mexico,,2021-01-17,3862
New Mexico,,2021-01-18,3990
New Mexico,,2021-01-19,4082
New Mexico,,2021-01-20,4186
New Mexico,,2021-01-21,4296
New Mexico,,2021-01-22,4275
New Mexico,,2021-01-23,5156
New Mexico,,2021-01-24,5546
New Mexico,,2021-01-25,5194
New Mexico,,2021-01-26,4905
New Mexico,,2021-01-27,5026
New Mexico,,2021-01-28,4921
New Mexico,,2021-01-29,5226
New Mexico,,2021-01-30,4335
New Mexico,,2021-01-31,4361
New Mexico,,2021-02-01,4807
New Mexico,,2021-02-02,4597
New Mexico,,2021-02-03,4616
New Mexico,,2021-02-04,4761
New Mexico,,2021-02-05,4646
New Mexico,,2021-02-06,5061
New Mexico,,2021-02-07,4609
New Mexico,,2021-02-08,4603
New Mexico,,2021-02-09,4663
New Mexico,,2021-02-10,4755
New Mexico,,2021-02-11,5130
New Mexico,,2021-02-12,5577
New Mexico,,2021-02-13,5267
New Mexico,,2021-02-14,6001
New Mexico,,2021-02-15,6052
New Mexico,,2021-02-16,6629
New Mexico,,2021-02-17,6319
New Mexico,,2021-02-18,5871
New Mexico,,2021-02-19,11839
New Mexico,,2021-02-20,12196
New Mexico,,2021-02-21,11996
New Mexico,,2021-02-22,11794
New Mexico,,2021-02-23,11523
New Mexico,,2021-02-24,11670
New Mexico,,2021-02-25,12182
New Mexico,,2021-02-26,6441
New Mexico,,2021-02-27,6756
New Mexico,,2021-02-28,7466
New Mexico,,2021-03-01,7282
New Mexico,,2021-03-02,7425
New Mexico,,2021-03-03,7989
New Mexico,,2021-03-04,7430
New Mexico,,2021-03-05,7416
New Mexico,,2021-03-06,8382
New York State,,2021-01-13,2721
New York State,,2021-01-14,2803
New York State,,2021-01-15,3049
New York State,,2021-01-16,3067
New York State,,2021-01-17,3078
New York State,,2021-01-18,3085
New York State,,2021-01-19,3090
New York State,,2021-01-20,3040
New York State,,2021-01-21,3142
New York State,,2021-01-22,3279
New York State,,2021-01-23,3410
New York State,,2021-01-24,3573
New York State,,2021-01-25,3515
New York State,,2021-01-26,3331
New York State,,2021-01-27,3468
New York State,,2021-01-28,3775
New York State,,2021-01-29,3666
New York State,,2021-01-30,3741
New York State,,2021-01-31,3746
New York State,,2021-02-01,3740
New York State,,2021-02-02,3763
New York State,,2021-02-03,3558
New York State,,2021-02-04,3156
New York State,,2021-02-05,3151
New York State,,2021-02-06,3183
New York State,,2021-02-07,3388
New York State,,2021-02-08,3601
New York State,,2021-02-09,3490
New York State,,2021-02-10,3912
New York State,,2021-02-11,4116
New York State,,2021-02-12,4261
New York State,,2021-02-13,4377
New York State,,2021-02-14,4320
New York State,,2021-02-15,4404
New York State,,2021-02-16,4911
New York State,,2021-02-17,4718
New York State,,2021-02-18,4649
New York State,,2021-02-19,5397
New York State,,2021-02-20,5248
New York State,,2021-02-21,5117
New York State,,2021-02-22,5095
New York State,,2021-02-23,4863
New York State,,2021-02-24,4720
New York State,,2021-02-25,4593
New York State,,2021-02-26,3728
New York State,,2021-02-27,3851
New York State,,2021-02-28,4430
New York State,,2021-03-01,4728
New York State,,2021-03-02,5310
New York State,,2021-03-03,5776
New York State,,2021-03-04,6253
New York State,,2021-03-05,6678
New York State,,2021-03-06,7210
North Carolina,,2021-01-13,5275
North Carolina,,2021-01-14,2698
North Carolina,,2021-01-15,2899
North Carolina,,2021-01-16,2758
North Carolina,,2021-01-17,2673
North Carolina,,2021-01-18,2617
North Carolina,,2021-01-19,2577
North Carolina,,2021-01-20,2187
North Carolina,,2021-01-21,2793
North Carolina,,2021-01-22,3025
North Carolina,,2021-01-23,3401
North Carolina,,2021-01-24,3877
North Carolina,,2021-01-25,4083
North Carolina,,2021-01-26,4072
North Carolina,,2021-01-27,3940
North Carolina,,2021-01-28,5128
North Carolina,,2021-01-29,4445
North Carolina,,2021-01-30,4382
North Carolina,,2021-01-31,4294
North Carolina,,2021-02-01,4082
North Carolina,,2021-02-02,3765
North Carolina,,2021-02-03,4222
North Carolina,,2021-02-04,2910
North Carolina,,2021-02-05,3526
North Carolina,,2021-02-06,3712
North Carolina,,2021-02-07,3962
North Carolina,,2021-02-08,4067
North Carolina,,2021-02-09,4241
North Carolina,,2021-02-10,4214
North Carolina,,2021-02-11,4348
North Carolina,,2021-02-12,4595
North Carolina,,2021-02-13,4797
North Carolina,,2021-02-14,5106
North Carolina,,2021-02-15,5132
North Carolina,,2021-02-16,5412
North Carolina,,2021-02-17,5431
North Carolina,,2021-02-18,5443
North Carolina,,2021-02-19,6971
North Carolina,,2021-02-20,6611
North Carolina,,2021-02-21,6144
North Carolina,,2021-02-22,6184
North Carolina,,2021-02-23,5903
North Carolina,,2021-02-24,5852
North Carolina,,2021-02-25,5832
North Carolina,,2021-02-26,4433
North Carolina,,2021-02-27,4866
North Carolina,,2021-02-28,5438
North Carolina,,2021-03-01,5727
North Carolina,,2021-03-02,5815
North Carolina,,2021-03-03,6026
North Carolina,,2021-03-04,6144
North Carolina,,2021-03-05,5390
North Carolina,,2021-03-06,5377
North Dakota,,2021-01-13,1639
North Dakota,,2021-01-14,2163
North Dakota,,2021-01-15,3031
North Dakota,,2021-01-16,3110
North Dakota,,2021-01-17,3157
North Dakota,,2021-01-18,3189
North Dakota,,2021-01-19,3211
North Dakota,,2021-01-20,3173
North Dakota,,2021-01-21,3088
North Dakota,,2021-01-22,3317
North Dakota,,2021-01-23,3757
North Dakota,,2021-01-24,4061
North Dakota,,2021-01-25,3971
North Dakota,,2021-01-26,3534
North Dakota,,2021-01-27,3669
North Dakota,,2021-01-28,3900
North Dakota,,2021-01-29,4137
North Dakota,,2021-01-30,4235
North Dakota,,2021-01-31,4637
North Dakota,,2021-02-01,4544
North Dakota,,2021-02-02,4599
North Dakota,,2021-02-03,4938
North Dakota,,2021-02-04,5034
North Dakota,,2021-02-05,4996
North Dakota,,2021-02-06,5465
North Dakota,,2021-02-07,5420
North Dakota,,2021-02-08,5679
North Dakota,,2021-02-09,5585
North Dakota,,2021-02-10,4958
North Dakota,,2021-02-11,5009
North Dakota,,2021-02-12,4980
North Dakota,,2021-02-13,4393
North Dakota,,2021-02-14,4141
North Dakota,,2021-02-15,4010
North Dakota,,2021-02-16,4433
North Dakota,,2021-02-17,4511
North Dakota,,2021-02-18,4337
North Dakota,,2021-02-19,8048
North Dakota,,2021-02-20,8308
North Dakota,,2021-02-21,8528
North Dakota,,2021-02-22,8472
North Dakota,,2021-02-23,8089
North Dakota,,2021-02-24,8571
North Dakota,,2021-02-25,8840
North Dakota,,2021-02-26,5681
North Dakota,,2021-02-27,6905
North Dakota,,2021-02-28,7461
North Dakota,,2021-03-01,7914
North Dakota,,2021-03-02,7925
North Dakota,,2021-03-03,7755
North Dakota,,2021-03-04,7944
North Dakota,,2021-03-05,7997
North Dakota,,2021-03-06,7274
Northern Mariana Islands,MNP,2021-01-13,7366
Northern Mariana Islands,MNP,2021-01-14,7700
Northern Mariana Islands,MNP,2021-01-15,6962
Northern Mariana Islands,MNP,2021-01-16,6821
Northern Mariana Islands,MNP,2021-01-17,6751
Northern Mariana Islands,MNP,2021-01-18,6698
Northern Mariana Islands,MNP,2021-01-19,6663
Northern Mariana Islands,MNP,2021-01-20,6663
Northern Mariana Islands,MNP,2021-01-21,6804
Northern Mariana Islands,MNP,2021-01-22,7067
Northern Mariana Islands,MNP,2021-01-23,6944
Northern Mariana Islands,MNP,2021-01-24,6909
Northern Mariana Islands,MNP,2021-01-25,6259
Northern Mariana Islands,MNP,2021-01-26,5942
Northern Mariana Islands,MNP,2021-01-27,5608
Northern Mariana Islands,MNP,2021-01-28,4870
Northern Mariana Islands,MNP,2021-01-29,4588
Northern Mariana Islands,MNP,2021-01-30,4254
Northern Mariana Islands,MNP,2021-01-31,4167
Northern Mariana Islands,MNP,2021-02-01,4149
Northern Mariana Islands,MNP,2021-02-02,4184
Northern Mariana Islands,MNP,2021-02-03,4096
Northern Mariana Islands,MNP,2021-02-04,4307
Northern Mariana Islands,MNP,2021-02-05,4483
Northern Mariana Islands,MNP,2021-02-06,4940
Northern Mariana Islands,MNP,2021-02-07,4624
Northern Mariana Islands,MNP,2021-02-08,4430
Northern Mariana Islands,MNP,2021-02-09,4659
Northern Mariana Islands,MNP,2021-02-10,4712
Northern Mariana Islands,MNP,2021-02-11,4430
Northern Mariana Islands,MNP,2021-02-12,4114
Northern Mariana Islands,MNP,2021-02-13,4254
Northern Mariana Islands,MNP,2021-02-14,4676
Northern Mariana Islands,MNP,2021-02-15,5450
Northern Mariana Islands,MNP,2021-02-16,5415
Northern Mariana Islands,MNP,2021-02-17,5555
Northern Mariana Islands,MNP,2021-02-18,5995
Northern Mariana Islands,MNP,2021-02-19,6417
Northern Mariana Islands,MNP,2021-02-20,5344
Northern Mariana Islands,MNP,2021-02-21,5450
Northern Mariana Islands,MNP,2021-02-22,5028
Northern Mariana Islands,MNP,2021-02-23,4922
Northern Mariana Islands,MNP,2021-02-24,5854
Northern Mariana Islands,MNP,2021-02-25,5925
Northern Mariana Islands,MNP,2021-02-26,5766
Northern Mariana Islands,MNP,2021-02-27,6522
Northern Mariana Islands,MNP,2021-02-28,6136
Northern Mariana Islands,MNP,2021-03-01,6259
Northern Mariana Islands,MNP,2021-03-02,6311
Northern Mariana Islands,MNP,2021-03-03,5397
Northern Mariana Islands,MNP,2021-03-04,5292
Northern Mariana Islands,MNP,2021-03-05,5239
Northern Mariana Islands,MNP,2021-03-06,5503
Ohio,,2021-01-13,1491
Ohio,,2021-01-14,1563
Ohio,,2021-01-15,1812
Ohio,,2021-01-16,1876
Ohio,,2021-01-17,1914
Ohio,,2021-01-18,1940
Ohio,,2021-01-19,1958
Ohio,,2021-01-20,1933
Ohio,,2021-01-21,1699
Ohio,,2021-01-22,2079
Ohio,,2021-01-23,2387
Ohio,,2021-01-24,2730
Ohio,,2021-01-25,2905
Ohio,,2021-01-26,2884
Ohio,,2021-01-27,3163
Ohio,,2021-01-28,3696
Ohio,,2021-01-29,3637
Ohio,,2021-01-30,3863
Ohio,,2021-01-31,3751
Ohio,,2021-02-01,3899
Ohio,,2021-02-02,4120
Ohio,,2021-02-03,4145
Ohio,,2021-02-04,4133
Ohio,,2021-02-05,4084
Ohio,,2021-02-06,4051
Ohio,,2021-02-07,4155
Ohio,,2021-02-08,4176
Ohio,,2021-02-09,4016
Ohio,,2021-02-10,3924
Ohio,,2021-02-11,4046
Ohio,,2021-02-12,4439
Ohio,,2021-02-13,4530
Ohio,,2021-02-14,4864
Ohio,,2021-02-15,4853
Ohio,,2021-02-16,5148
Ohio,,2021-02-17,5118
Ohio,,2021-02-18,4916
Ohio,,2021-02-19,5613
Ohio,,2021-02-20,5547
Ohio,,2021-02-21,5485
Ohio,,2021-02-22,5538
Ohio,,2021-02-23,5301
Ohio,,2021-02-24,5658
Ohio,,2021-02-25,5990
Ohio,,2021-02-26,5053
Ohio,,2021-02-27,5315
Ohio,,2021-02-28,5611
Ohio,,2021-03-01,5674
Ohio,,2021-03-02,6043
Ohio,,2021-03-03,6134
Ohio,,2021-03-04,6097
Ohio,,2021-03-05,6171
Ohio,,2021-03-06,6421
Oklahoma,,2021-01-13,3680
Oklahoma,,2021-01-14,3718
Oklahoma,,2021-01-15,3839
Oklahoma,,2021-01-16,3490
Oklahoma,,2021-01-17,3281
Oklahoma,,2021-01-18,3141
Oklahoma,,2021-01-19,3042
Oklahoma,,2021-01-20,2862
Oklahoma,,2021-01-21,2894
Oklahoma,,2021-01-22,3036
Oklahoma,,2021-01-23,3312
Oklahoma,,2021-01-24,3612
Oklahoma,,2021-01-25,3398
Oklahoma,,2021-01-26,3133
Oklahoma,,2021-01-27,3374
Oklahoma,,2021-01-28,3459
Oklahoma,,2021-01-29,3581
Oklahoma,,2021-01-30,3809
Oklahoma,,2021-01-31,4158
Oklahoma,,2021-02-01,4225
