Entity,Code,Date,daily_vaccinations_per_million
Washington,,2021-01-27,3521
Washington,,2021-01-28,3709
Washington,,2021-01-29,3826
Washington,,2021-01-30,3883
Washington,,2021-01-31,4408
Washington,,2021-02-01,4349
Washington,,2021-02-02,4393
Washington,,2021-02-03,4343
Washington,,2021-02-04,4244
Washington,,2021-02-05,4144
Washington,,2021-02-06,4199
Washington,,2021-02-07,4142
Washington,,2021-02-08,4077
Washington,,2021-02-09,3929
Washington,,2021-02-10,4559
Washington,,2021-02-11,4553
Washington,,2021-02-12,4738
Washington,,2021-02-13,4765
Washington,,2021-02-14,4903
Washington,,2021-02-15,4614
Washington,,2021-02-16,4692
Washington,,2021-02-17,4070
Washington,,2021-02-18,4047
Washington,,2021-02-19,5285
Washington,,2021-02-20,5355
Washington,,2021-02-21,5216
Washington,,2021-02-22,5543
Washington,,2021-02-23,5483
Washington,,2021-02-24,5412
Washington,,2021-02-25,5753
Washington,,2021-02-26,4634
Washington,,2021-02-27,4870
Washington,,2021-02-28,5341
Washington,,2021-03-01,6016
Washington,,2021-03-02,6521
Washington,,2021-03-03,7012
Washington,,2021-03-04,7137
Washington,,2021-03-05,7351
Washington,,2021-03-06,7591
West Virginia,,2021-01-13,4117
West Virginia,,2021-01-14,4277
West Virginia,,2021-01-15,5743
West Virginia,,2021-01-16,4950
West Virginia,,2021-01-17,4475
West Virginia,,2021-01-18,4158
West Virginia,,2021-01-19,3932
West Virginia,,2021-01-20,3819
West Virginia,,2021-01-21,3897
West Virginia,,2021-01-22,3711
West Virginia,,2021-01-23,4466
West Virginia,,2021-01-24,4739
West Virginia,,2021-01-25,4459
West Virginia,,2021-01-26,4610
West Virginia,,2021-01-27,4488
West Virginia,,2021-01-28,4548
West Virginia,,2021-01-29,4719
West Virginia,,2021-01-30,4907
West Virginia,,2021-01-31,4535
West Virginia,,2021-02-01,4491
West Virginia,,2021-02-02,4281
West Virginia,,2021-02-03,4236
West Virginia,,2021-02-04,4157
West Virginia,,2021-02-05,4134
West Virginia,,2021-02-06,4661
West Virginia,,2021-02-07,4964
West Virginia,,2021-02-08,5027
West Virginia,,2021-02-09,5039
West Virginia,,2021-02-10,5142
West Virginia,,2021-02-11,5104
West Virginia,,2021-02-12,4751
West Virginia,,2021-02-13,4882
West Virginia,,2021-02-14,5145
West Virginia,,2021-02-15,5319
West Virginia,,2021-02-16,5279
West Virginia,,2021-02-17,5057
West Virginia,,2021-02-18,5002
West Virginia,,2021-02-19,7109
West Virginia,,2021-02-20,6535
West Virginia,,2021-02-21,6132
West Virginia,,2021-02-22,6017
West Virginia,,2021-02-23,6138
West Virginia,,2021-02-24,6255
West Virginia,,2021-02-25,6537
West Virginia,,2021-02-26,4886
West Virginia,,2021-02-27,5418
West Virginia,,2021-02-28,5483
West Virginia,,2021-03-01,5457
West Virginia,,2021-03-02,5252
West Virginia,,2021-03-03,5339
West Virginia,,2021-03-04,5414
West Virginia,,2021-03-05,5784
West Virginia,,2021-03-06,5425
Wisconsin,,2021-01-13,0
Wisconsin,,2021-01-14,1091
Wisconsin,,2021-01-15,1863
Wisconsin,,2021-01-16,1867
Wisconsin,,2021-01-17,1869
Wisconsin,,2021-01-18,1870
Wisconsin,,2021-01-19,1871
Wisconsin,,2021-01-20,2091
Wisconsin,,2021-01-21,2179
Wisconsin,,2021-01-22,2233
Wisconsin,,2021-01-23,2574
Wisconsin,,2021-01-24,2862
Wisconsin,,2021-01-25,2780
Wisconsin,,2021-01-26,2566
Wisconsin,,2021-01-27,2773
Wisconsin,,2021-01-28,3022
Wisconsin,,2021-01-29,3583
Wisconsin,,2021-01-30,4039
Wisconsin,,2021-01-31,4484
Wisconsin,,2021-02-01,4846
Wisconsin,,2021-02-02,5004
Wisconsin,,2021-02-03,5218
Wisconsin,,2021-02-04,4588
Wisconsin,,2021-02-05,4620
Wisconsin,,2021-02-06,4613
Wisconsin,,2021-02-07,6170
Wisconsin,,2021-02-08,6131
Wisconsin,,2021-02-09,6067
Wisconsin,,2021-02-10,6098
Wisconsin,,2021-02-11,6805
Wisconsin,,2021-02-12,6608
Wisconsin,,2021-02-13,6818
Wisconsin,,2021-02-14,5223
Wisconsin,,2021-02-15,5160
Wisconsin,,2021-02-16,5456
Wisconsin,,2021-02-17,5295
Wisconsin,,2021-02-18,5247
Wisconsin,,2021-02-19,6696
Wisconsin,,2021-02-20,6686
Wisconsin,,2021-02-21,6752
Wisconsin,,2021-02-22,6840
Wisconsin,,2021-02-23,6574
Wisconsin,,2021-02-24,6630
Wisconsin,,2021-02-25,6724
Wisconsin,,2021-02-26,5460
Wisconsin,,2021-02-27,5712
Wisconsin,,2021-02-28,5887
Wisconsin,,2021-03-01,6100
Wisconsin,,2021-03-02,6417
Wisconsin,,2021-03-03,6638
Wisconsin,,2021-03-04,6922
Wisconsin,,2021-03-05,7282
Wisconsin,,2021-03-06,7359
Wyoming,,2021-01-13,2293
Wyoming,,2021-01-14,2858
Wyoming,,2021-01-15,3616
Wyoming,,2021-01-16,3286
Wyoming,,2021-01-17,3088
Wyoming,,2021-01-18,2955
Wyoming,,2021-01-19,2861
Wyoming,,2021-01-20,2842
Wyoming,,2021-01-21,2353
Wyoming,,2021-01-22,2913
Wyoming,,2021-01-23,3330
Wyoming,,2021-01-24,3801
Wyoming,,2021-01-25,3561
Wyoming,,2021-01-26,3278
Wyoming,,2021-01-27,3485
Wyoming,,2021-01-28,3485
Wyoming,,2021-01-29,3608
Wyoming,,2021-01-30,2865
Wyoming,,2021-01-31,4003
Wyoming,,2021-02-01,4335
Wyoming,,2021-02-02,4365
Wyoming,,2021-02-03,4283
Wyoming,,2021-02-04,4283
Wyoming,,2021-02-05,4504
Wyoming,,2021-02-06,5602
Wyoming,,2021-02-07,3661
Wyoming,,2021-02-08,4378
Wyoming,,2021-02-09,4304
Wyoming,,2021-02-10,4625
Wyoming,,2021-02-11,4625
Wyoming,,2021-02-12,5361
Wyoming,,2021-02-13,4266
Wyoming,,2021-02-14,6725
Wyoming,,2021-02-15,5723
Wyoming,,2021-02-16,5857
Wyoming,,2021-02-17,5102
Wyoming,,2021-02-18,6396
Wyoming,,2021-02-19,8682
Wyoming,,2021-02-20,9854
Wyoming,,2021-02-21,7497
Wyoming,,2021-02-22,8885
Wyoming,,2021-02-23,8881
Wyoming,,2021-02-24,8931
Wyoming,,2021-02-25,8916
Wyoming,,2021-02-26,5249
Wyoming,,2021-02-27,5560
Wyoming,,2021-02-28,6647
Wyoming,,2021-03-01,5209
Wyoming,,2021-03-02,5088
Wyoming,,2021-03-03,6554
Wyoming,,2021-03-04,5344
Wyoming,,2021-03-05,5216
Wyoming,,2021-03-06,6396
