Entity,Code,Date,total_vaccinations_per_hundred
Virgin Islands,,2021-02-17,12.57
Virgin Islands,,2021-02-18,13.04
Virgin Islands,,2021-02-19,14.19
Virgin Islands,,2021-02-20,15.12
Virgin Islands,,2021-02-21,15.4
Virgin Islands,,2021-02-22,15.46
Virgin Islands,,2021-02-23,16.14
Virgin Islands,,2021-02-24,16.67
Virgin Islands,,2021-02-25,16.98
Virgin Islands,,2021-02-26,17.85
Virgin Islands,,2021-02-27,18.26
Virgin Islands,,2021-02-28,18.5
Virgin Islands,,2021-03-01,18.6
Virgin Islands,,2021-03-02,18.85
Virgin Islands,,2021-03-03,19.25
Virgin Islands,,2021-03-04,20.65
Virgin Islands,,2021-03-05,21.36
Virgin Islands,,2021-03-06,21.98
Virginia,,2021-01-12,2.23
Virginia,,2021-01-13,2.55
Virginia,,2021-01-14,2.55
Virginia,,2021-01-15,2.86
Virginia,,2021-01-19,3.83
Virginia,,2021-01-20,4.02
Virginia,,2021-01-21,4.24
Virginia,,2021-01-22,4.7
Virginia,,2021-01-23,5.03
Virginia,,2021-01-24,5.29
Virginia,,2021-01-25,5.66
Virginia,,2021-01-26,6.97
Virginia,,2021-01-27,7.37
Virginia,,2021-01-28,7.83
Virginia,,2021-01-29,8.49
Virginia,,2021-01-30,9.21
Virginia,,2021-01-31,9.76
Virginia,,2021-02-01,10.2
Virginia,,2021-02-02,10.56
Virginia,,2021-02-03,10.81
Virginia,,2021-02-04,11.12
Virginia,,2021-02-05,11.64
Virginia,,2021-02-06,12.33
Virginia,,2021-02-07,12.93
Virginia,,2021-02-08,13.3
Virginia,,2021-02-09,13.61
Virginia,,2021-02-10,13.91
Virginia,,2021-02-11,14.33
Virginia,,2021-02-12,14.94
Virginia,,2021-02-13,15.59
Virginia,,2021-02-14,15.88
Virginia,,2021-02-16,16.77
Virginia,,2021-02-17,17.11
Virginia,,2021-02-18,17.62
Virginia,,2021-02-19,19.28
Virginia,,2021-02-20,19.58
Virginia,,2021-02-21,19.98
Virginia,,2021-02-22,20.33
Virginia,,2021-02-23,20.69
Virginia,,2021-02-24,21.13
Virginia,,2021-02-25,21.66
Virginia,,2021-02-26,22.53
Virginia,,2021-02-27,23.46
Virginia,,2021-02-28,24.44
Virginia,,2021-03-01,25.04
Virginia,,2021-03-02,25.44
Virginia,,2021-03-03,26.02
Virginia,,2021-03-04,26.76
Virginia,,2021-03-05,27.44
Virginia,,2021-03-06,28.03
Washington,,2021-01-12,2.57
Washington,,2021-01-13,2.74
Washington,,2021-01-14,2.96
Washington,,2021-01-15,3.19
Washington,,2021-01-19,4.22
Washington,,2021-01-20,4.55
Washington,,2021-01-21,4.9
Washington,,2021-01-22,5.29
Washington,,2021-01-23,5.74
Washington,,2021-01-24,5.9
Washington,,2021-01-25,6.42
Washington,,2021-01-26,6.67
Washington,,2021-01-27,7.02
Washington,,2021-01-28,7.5
Washington,,2021-01-29,7.97
Washington,,2021-01-30,8.46
Washington,,2021-01-31,8.99
Washington,,2021-02-01,9.46
Washington,,2021-02-02,9.74
Washington,,2021-02-03,10.06
Washington,,2021-02-04,10.47
Washington,,2021-02-05,10.87
Washington,,2021-02-06,11.4
Washington,,2021-02-07,11.89
Washington,,2021-02-08,12.32
Washington,,2021-02-09,12.49
Washington,,2021-02-10,13.25
Washington,,2021-02-11,13.66
Washington,,2021-02-12,14.19
Washington,,2021-02-13,14.73
Washington,,2021-02-14,15.32
Washington,,2021-02-16,15.78
Washington,,2021-02-17,16.1
Washington,,2021-02-18,16.49
Washington,,2021-02-19,17.89
Washington,,2021-02-20,18.48
Washington,,2021-02-21,18.97
Washington,,2021-02-22,19.43
Washington,,2021-02-23,19.61
Washington,,2021-02-24,19.89
Washington,,2021-02-25,20.52
Washington,,2021-02-26,21.13
Washington,,2021-02-27,21.89
Washington,,2021-02-28,22.71
Washington,,2021-03-01,23.64
Washington,,2021-03-02,24.18
Washington,,2021-03-03,24.8
Washington,,2021-03-04,25.51
Washington,,2021-03-05,26.28
Washington,,2021-03-06,27.2
West Virginia,,2021-01-12,5.77
West Virginia,,2021-01-13,6.18
West Virginia,,2021-01-14,6.62
West Virginia,,2021-01-15,7.49
West Virginia,,2021-01-19,8.52
West Virginia,,2021-01-20,8.85
West Virginia,,2021-01-21,9.35
West Virginia,,2021-01-22,10.09
West Virginia,,2021-01-23,10.87
West Virginia,,2021-01-24,11.32
West Virginia,,2021-01-25,11.38
West Virginia,,2021-01-26,11.74
West Virginia,,2021-01-27,11.99
West Virginia,,2021-01-28,12.53
West Virginia,,2021-01-29,13.39
West Virginia,,2021-01-30,14.31
West Virginia,,2021-01-31,14.5
West Virginia,,2021-02-01,14.53
West Virginia,,2021-02-02,14.74
West Virginia,,2021-02-03,14.96
West Virginia,,2021-02-04,15.44
West Virginia,,2021-02-05,16.28
West Virginia,,2021-02-06,17.57
West Virginia,,2021-02-07,17.97
West Virginia,,2021-02-08,18.05
West Virginia,,2021-02-09,18.27
West Virginia,,2021-02-10,18.56
West Virginia,,2021-02-11,19.02
West Virginia,,2021-02-12,19.61
West Virginia,,2021-02-13,20.99
West Virginia,,2021-02-14,21.57
West Virginia,,2021-02-16,21.96
West Virginia,,2021-02-17,22.1
West Virginia,,2021-02-18,22.52
West Virginia,,2021-02-19,24.59
West Virginia,,2021-02-20,25.56
West Virginia,,2021-02-21,25.86
West Virginia,,2021-02-22,25.98
West Virginia,,2021-02-23,26.26
West Virginia,,2021-02-24,26.48
West Virginia,,2021-02-25,27.09
West Virginia,,2021-02-26,28.01
West Virginia,,2021-02-27,29.35
West Virginia,,2021-02-28,29.7
West Virginia,,2021-03-01,29.8
West Virginia,,2021-03-02,29.94
West Virginia,,2021-03-03,30.21
West Virginia,,2021-03-04,30.88
West Virginia,,2021-03-05,32.06
West Virginia,,2021-03-06,33.15
Wisconsin,,2021-01-12,2.36
Wisconsin,,2021-01-13,2.36
Wisconsin,,2021-01-14,2.58
Wisconsin,,2021-01-15,2.92
Wisconsin,,2021-01-19,3.67
Wisconsin,,2021-01-20,3.82
Wisconsin,,2021-01-21,4.1
Wisconsin,,2021-01-22,4.48
Wisconsin,,2021-01-23,4.91
Wisconsin,,2021-01-24,5.3
Wisconsin,,2021-01-25,5.42
Wisconsin,,2021-01-26,5.46
Wisconsin,,2021-01-27,5.76
Wisconsin,,2021-01-28,6.22
Wisconsin,,2021-01-29,6.99
Wisconsin,,2021-01-30,7.73
Wisconsin,,2021-01-31,8.43
Wisconsin,,2021-02-01,8.82
Wisconsin,,2021-02-02,8.97
Wisconsin,,2021-02-03,9.41
Wisconsin,,2021-02-04,9.43
Wisconsin,,2021-02-05,10.22
Wisconsin,,2021-02-06,10.96
Wisconsin,,2021-02-07,12.75
Wisconsin,,2021-02-08,13.11
Wisconsin,,2021-02-09,13.21
Wisconsin,,2021-02-10,13.68
Wisconsin,,2021-02-11,14.19
Wisconsin,,2021-02-12,14.85
Wisconsin,,2021-02-13,15.73
Wisconsin,,2021-02-14,16.41
Wisconsin,,2021-02-16,17.03
Wisconsin,,2021-02-17,17.39
Wisconsin,,2021-02-18,17.86
Wisconsin,,2021-02-19,19.54
Wisconsin,,2021-02-20,20.42
Wisconsin,,2021-02-21,21.14
Wisconsin,,2021-02-22,21.51
Wisconsin,,2021-02-23,21.63
Wisconsin,,2021-02-24,22.03
Wisconsin,,2021-02-25,22.57
Wisconsin,,2021-02-26,23.36
Wisconsin,,2021-02-27,24.41
Wisconsin,,2021-02-28,25.26
Wisconsin,,2021-03-01,25.78
Wisconsin,,2021-03-02,26.13
Wisconsin,,2021-03-03,26.68
Wisconsin,,2021-03-04,27.42
Wisconsin,,2021-03-05,28.46
Wisconsin,,2021-03-06,29.56
Wyoming,,2021-01-12,2.84
Wyoming,,2021-01-13,3.08
Wyoming,,2021-01-14,3.42
Wyoming,,2021-01-15,3.93
Wyoming,,2021-01-19,4.85
Wyoming,,2021-01-20,5.06
Wyoming,,2021-01-21,5.06
Wyoming,,2021-01-22,5.97
Wyoming,,2021-01-23,6.49
Wyoming,,2021-01-24,7.05
Wyoming,,2021-01-25,7.11
Wyoming,,2021-01-26,7.14
Wyoming,,2021-01-27,7.5
Wyoming,,2021-01-28,7.5
Wyoming,,2021-01-29,8.49
Wyoming,,2021-01-30,8.49
Wyoming,,2021-01-31,9.85
Wyoming,,2021-02-01,10.15
Wyoming,,2021-02-02,10.2
Wyoming,,2021-02-03,10.5
Wyoming,,2021-02-04,10.5
Wyoming,,2021-02-05,11.65
Wyoming,,2021-02-06,12.42
Wyoming,,2021-02-07,12.42
Wyoming,,2021-02-08,13.21
Wyoming,,2021-02-09,13.21
Wyoming,,2021-02-10,13.74
Wyoming,,2021-02-11,13.74
Wyoming,,2021-02-12,15.4
Wyoming,,2021-02-13,15.4
Wyoming,,2021-02-14,17.12
Wyoming,,2021-02-16,17.31
Wyoming,,2021-02-17,17.31
Wyoming,,2021-02-18,18.22
Wyoming,,2021-02-19,21.48
Wyoming,,2021-02-20,22.3
Wyoming,,2021-02-21,22.37
Wyoming,,2021-02-22,23.44
Wyoming,,2021-02-23,23.53
Wyoming,,2021-02-24,23.56
Wyoming,,2021-02-25,24.46
Wyoming,,2021-02-26,25.15
Wyoming,,2021-02-27,26.19
Wyoming,,2021-02-28,27.02
Wyoming,,2021-03-01,27.08
Wyoming,,2021-03-02,27.09
Wyoming,,2021-03-03,28.15
Wyoming,,2021-03-04,28.2
Wyoming,,2021-03-05,28.8
Wyoming,,2021-03-06,30.67
