Entity,Code,Date,new_vaccinations_smoothed_per_million
World,OWID_WRL,2020-12-20,49
World,OWID_WRL,2020-12-21,51
World,OWID_WRL,2020-12-22,24
World,OWID_WRL,2020-12-23,34
World,OWID_WRL,2020-12-24,35
World,OWID_WRL,2020-12-25,36
World,OWID_WRL,2020-12-26,54
World,OWID_WRL,2020-12-27,42
World,OWID_WRL,2020-12-28,47
World,OWID_WRL,2020-12-29,51
World,OWID_WRL,2020-12-30,59
World,OWID_WRL,2020-12-31,118
World,OWID_WRL,2021-01-01,120
World,OWID_WRL,2021-01-02,145
World,OWID_WRL,2021-01-03,148
World,OWID_WRL,2021-01-04,156
World,OWID_WRL,2021-01-05,180
World,OWID_WRL,2021-01-06,180
World,OWID_WRL,2021-01-07,143
World,OWID_WRL,2021-01-08,166
World,OWID_WRL,2021-01-09,212
World,OWID_WRL,2021-01-10,230
World,OWID_WRL,2021-01-11,272
World,OWID_WRL,2021-01-12,266
World,OWID_WRL,2021-01-13,311
World,OWID_WRL,2021-01-14,333
World,OWID_WRL,2021-01-15,358
World,OWID_WRL,2021-01-16,289
World,OWID_WRL,2021-01-17,275
World,OWID_WRL,2021-01-18,244
World,OWID_WRL,2021-01-19,313
World,OWID_WRL,2021-01-20,388
World,OWID_WRL,2021-01-21,396
World,OWID_WRL,2021-01-22,414
World,OWID_WRL,2021-01-23,450
World,OWID_WRL,2021-01-24,481
World,OWID_WRL,2021-01-25,504
World,OWID_WRL,2021-01-26,460
World,OWID_WRL,2021-01-27,526
World,OWID_WRL,2021-01-28,550
World,OWID_WRL,2021-01-29,560
World,OWID_WRL,2021-01-30,572
World,OWID_WRL,2021-01-31,602
World,OWID_WRL,2021-02-01,608
World,OWID_WRL,2021-02-02,608
World,OWID_WRL,2021-02-03,604
World,OWID_WRL,2021-02-04,614
World,OWID_WRL,2021-02-05,604
World,OWID_WRL,2021-02-06,620
World,OWID_WRL,2021-02-07,605
World,OWID_WRL,2021-02-08,610
World,OWID_WRL,2021-02-09,797
World,OWID_WRL,2021-02-10,740
World,OWID_WRL,2021-02-11,742
World,OWID_WRL,2021-02-12,776
World,OWID_WRL,2021-02-13,786
World,OWID_WRL,2021-02-14,793
World,OWID_WRL,2021-02-15,790
World,OWID_WRL,2021-02-16,662
World,OWID_WRL,2021-02-17,609
World,OWID_WRL,2021-02-18,633
World,OWID_WRL,2021-02-19,631
World,OWID_WRL,2021-02-20,622
World,OWID_WRL,2021-02-21,613
World,OWID_WRL,2021-02-22,622
World,OWID_WRL,2021-02-23,598
World,OWID_WRL,2021-02-24,610
World,OWID_WRL,2021-02-25,609
World,OWID_WRL,2021-02-26,624
World,OWID_WRL,2021-02-27,638
World,OWID_WRL,2021-02-28,873
World,OWID_WRL,2021-03-01,923
World,OWID_WRL,2021-03-02,951
World,OWID_WRL,2021-03-03,965
Zimbabwe,ZWE,2021-02-19,22
Zimbabwe,ZWE,2021-02-20,22
Zimbabwe,ZWE,2021-02-21,22
Zimbabwe,ZWE,2021-02-22,22
Zimbabwe,ZWE,2021-02-23,54
Zimbabwe,ZWE,2021-02-24,88
Zimbabwe,ZWE,2021-02-25,106
Zimbabwe,ZWE,2021-02-26,118
Zimbabwe,ZWE,2021-02-27,145
Zimbabwe,ZWE,2021-02-28,172
Zimbabwe,ZWE,2021-03-01,194
Zimbabwe,ZWE,2021-03-02,202
Zimbabwe,ZWE,2021-03-03,193
