Entity,Code,Date,new_vaccinations_smoothed_per_million
Slovakia,SVK,2021-01-12,1035
Slovakia,SVK,2021-01-13,1050
Slovakia,SVK,2021-01-14,1060
Slovakia,SVK,2021-01-15,1082
Slovakia,SVK,2021-01-16,1075
Slovakia,SVK,2021-01-17,997
Slovakia,SVK,2021-01-18,1125
Slovakia,SVK,2021-01-19,1057
Slovakia,SVK,2021-01-20,1087
Slovakia,SVK,2021-01-21,1083
Slovakia,SVK,2021-01-22,1055
Slovakia,SVK,2021-01-23,1026
Slovakia,SVK,2021-01-24,1025
Slovakia,SVK,2021-01-25,1025
Slovakia,SVK,2021-01-26,1006
Slovakia,SVK,2021-01-27,984
Slovakia,SVK,2021-01-28,1051
Slovakia,SVK,2021-01-29,1183
Slovakia,SVK,2021-01-30,1212
Slovakia,SVK,2021-01-31,1219
Slovakia,SVK,2021-02-01,1292
Slovakia,SVK,2021-02-02,1424
Slovakia,SVK,2021-02-03,1546
Slovakia,SVK,2021-02-04,1665
Slovakia,SVK,2021-02-05,1750
Slovakia,SVK,2021-02-06,1786
Slovakia,SVK,2021-02-07,1783
Slovakia,SVK,2021-02-08,1769
Slovakia,SVK,2021-02-09,1839
Slovakia,SVK,2021-02-10,1875
Slovakia,SVK,2021-02-11,1858
Slovakia,SVK,2021-02-12,1833
Slovakia,SVK,2021-02-13,1877
Slovakia,SVK,2021-02-14,2155
Slovakia,SVK,2021-02-15,2211
Slovakia,SVK,2021-02-16,2117
Slovakia,SVK,2021-02-17,2079
Slovakia,SVK,2021-02-18,2009
Slovakia,SVK,2021-02-19,1985
Slovakia,SVK,2021-02-20,2047
Slovakia,SVK,2021-02-21,1929
Slovakia,SVK,2021-02-22,1903
Slovakia,SVK,2021-02-23,1940
Slovakia,SVK,2021-02-24,1978
Slovakia,SVK,2021-02-25,1977
Slovakia,SVK,2021-02-26,1972
Slovakia,SVK,2021-02-27,1959
Slovakia,SVK,2021-02-28,1922
Slovakia,SVK,2021-03-01,1958
Slovakia,SVK,2021-03-02,2015
Slovakia,SVK,2021-03-03,2051
Slovenia,SVN,2020-12-28,745
Slovenia,SVN,2020-12-29,640
Slovenia,SVN,2020-12-30,497
Slovenia,SVN,2020-12-31,599
Slovenia,SVN,2021-01-01,494
Slovenia,SVN,2021-01-02,443
Slovenia,SVN,2021-01-03,418
Slovenia,SVN,2021-01-04,387
Slovenia,SVN,2021-01-05,477
Slovenia,SVN,2021-01-06,805
Slovenia,SVN,2021-01-07,1042
Slovenia,SVN,2021-01-08,1251
Slovenia,SVN,2021-01-09,1240
Slovenia,SVN,2021-01-10,1202
Slovenia,SVN,2021-01-11,1160
Slovenia,SVN,2021-01-12,1116
Slovenia,SVN,2021-01-13,1081
Slovenia,SVN,2021-01-14,1172
Slovenia,SVN,2021-01-15,1280
Slovenia,SVN,2021-01-16,1285
Slovenia,SVN,2021-01-17,1285
Slovenia,SVN,2021-01-18,1267
Slovenia,SVN,2021-01-19,1293
Slovenia,SVN,2021-01-20,1284
Slovenia,SVN,2021-01-21,1146
Slovenia,SVN,2021-01-22,969
Slovenia,SVN,2021-01-23,996
Slovenia,SVN,2021-01-24,1005
Slovenia,SVN,2021-01-25,990
Slovenia,SVN,2021-01-26,964
Slovenia,SVN,2021-01-27,991
Slovenia,SVN,2021-01-28,1081
Slovenia,SVN,2021-01-29,1242
Slovenia,SVN,2021-01-30,1200
Slovenia,SVN,2021-01-31,1190
Slovenia,SVN,2021-02-01,1193
Slovenia,SVN,2021-02-02,1146
Slovenia,SVN,2021-02-03,1135
Slovenia,SVN,2021-02-04,1231
Slovenia,SVN,2021-02-05,1309
Slovenia,SVN,2021-02-06,1343
Slovenia,SVN,2021-02-07,1343
Slovenia,SVN,2021-02-08,1366
Slovenia,SVN,2021-02-09,1298
Slovenia,SVN,2021-02-10,1190
Slovenia,SVN,2021-02-11,1261
Slovenia,SVN,2021-02-12,1454
Slovenia,SVN,2021-02-13,1472
Slovenia,SVN,2021-02-14,1473
Slovenia,SVN,2021-02-15,1451
Slovenia,SVN,2021-02-16,1520
Slovenia,SVN,2021-02-17,1681
Slovenia,SVN,2021-02-18,1721
Slovenia,SVN,2021-02-19,1604
Slovenia,SVN,2021-02-20,1717
Slovenia,SVN,2021-02-21,1716
Slovenia,SVN,2021-02-22,1739
Slovenia,SVN,2021-02-23,1761
Slovenia,SVN,2021-02-24,1850
Slovenia,SVN,2021-02-25,1959
Slovenia,SVN,2021-02-26,2015
Slovenia,SVN,2021-02-27,1906
Slovenia,SVN,2021-02-28,1906
Slovenia,SVN,2021-03-01,1950
Slovenia,SVN,2021-03-02,1991
South Africa,ZAF,2021-02-17,19
South Africa,ZAF,2021-02-18,19
South Africa,ZAF,2021-02-19,37
South Africa,ZAF,2021-02-20,44
South Africa,ZAF,2021-02-21,52
South Africa,ZAF,2021-02-22,65
South Africa,ZAF,2021-02-23,78
South Africa,ZAF,2021-02-24,98
South Africa,ZAF,2021-02-25,121
South Africa,ZAF,2021-02-26,138
South Africa,ZAF,2021-02-27,137
South Africa,ZAF,2021-02-28,133
South Korea,KOR,2021-02-26,361
South Korea,KOR,2021-02-27,198
South Korea,KOR,2021-02-28,138
South Korea,KOR,2021-03-01,265
South Korea,KOR,2021-03-02,341
South Korea,KOR,2021-03-03,502
Spain,ESP,2021-01-05,1209
Spain,ESP,2021-01-06,968
Spain,ESP,2021-01-07,888
Spain,ESP,2021-01-08,1043
Spain,ESP,2021-01-09,1017
Spain,ESP,2021-01-10,1000
Spain,ESP,2021-01-11,988
Spain,ESP,2021-01-12,1066
Spain,ESP,2021-01-13,1248
Spain,ESP,2021-01-14,1433
Spain,ESP,2021-01-15,1500
Spain,ESP,2021-01-16,1501
Spain,ESP,2021-01-17,1502
Spain,ESP,2021-01-18,1503
Spain,ESP,2021-01-19,1460
Spain,ESP,2021-01-20,1358
Spain,ESP,2021-01-21,1305
Spain,ESP,2021-01-22,1213
Spain,ESP,2021-01-23,1191
Spain,ESP,2021-01-24,1169
Spain,ESP,2021-01-25,1202
Spain,ESP,2021-01-26,1193
Spain,ESP,2021-01-27,1130
Spain,ESP,2021-01-28,1133
Spain,ESP,2021-01-29,1080
Spain,ESP,2021-01-30,1108
Spain,ESP,2021-01-31,1136
Spain,ESP,2021-02-01,1167
Spain,ESP,2021-02-02,1248
Spain,ESP,2021-02-03,1435
Spain,ESP,2021-02-04,1570
Spain,ESP,2021-02-05,1552
Spain,ESP,2021-02-06,1533
Spain,ESP,2021-02-07,1515
Spain,ESP,2021-02-08,1510
Spain,ESP,2021-02-09,1431
Spain,ESP,2021-02-10,1391
Spain,ESP,2021-02-11,1329
Spain,ESP,2021-02-12,1351
Spain,ESP,2021-02-13,1373
Spain,ESP,2021-02-14,1395
Spain,ESP,2021-02-15,1397
Spain,ESP,2021-02-16,1397
Spain,ESP,2021-02-17,1412
Spain,ESP,2021-02-18,1567
Spain,ESP,2021-02-19,1583
Spain,ESP,2021-02-20,1599
Spain,ESP,2021-02-21,1616
Spain,ESP,2021-02-22,1652
Spain,ESP,2021-02-23,1816
Spain,ESP,2021-02-24,1996
Spain,ESP,2021-02-25,2046
Spain,ESP,2021-02-26,2117
Spain,ESP,2021-02-27,2188
Spain,ESP,2021-02-28,2258
Spain,ESP,2021-03-01,2272
Spain,ESP,2021-03-02,2367
Sri Lanka,LKA,2021-01-29,247
Sri Lanka,LKA,2021-01-30,883
Sri Lanka,LKA,2021-01-31,921
Sri Lanka,LKA,2021-02-01,1116
Sri Lanka,LKA,2021-02-02,1109
Sri Lanka,LKA,2021-02-03,1089
Sri Lanka,LKA,2021-02-04,976
Sri Lanka,LKA,2021-02-05,1008
Sri Lanka,LKA,2021-02-06,816
Sri Lanka,LKA,2021-02-07,685
Sri Lanka,LKA,2021-02-08,482
Sri Lanka,LKA,2021-02-09,370
Sri Lanka,LKA,2021-02-10,246
Sri Lanka,LKA,2021-02-11,212
Sri Lanka,LKA,2021-02-12,153
Sri Lanka,LKA,2021-02-13,177
Sri Lanka,LKA,2021-02-14,184
Sri Lanka,LKA,2021-02-15,168
Sri Lanka,LKA,2021-02-16,147
Sri Lanka,LKA,2021-02-17,225
Sri Lanka,LKA,2021-02-18,369
Sri Lanka,LKA,2021-02-19,564
Sri Lanka,LKA,2021-02-20,775
Sri Lanka,LKA,2021-02-21,997
Sri Lanka,LKA,2021-02-22,1077
Sri Lanka,LKA,2021-02-23,1139
Sri Lanka,LKA,2021-02-24,1221
Sri Lanka,LKA,2021-02-25,1111
Sri Lanka,LKA,2021-02-26,953
Sri Lanka,LKA,2021-02-27,928
Sri Lanka,LKA,2021-02-28,851
Sri Lanka,LKA,2021-03-01,1034
Sri Lanka,LKA,2021-03-02,1247
Sweden,SWE,2020-12-28,175
Sweden,SWE,2020-12-29,175
Sweden,SWE,2020-12-30,175
Sweden,SWE,2020-12-31,175
Sweden,SWE,2021-01-01,175
Sweden,SWE,2021-01-02,175
Sweden,SWE,2021-01-03,175
Sweden,SWE,2021-01-04,218
Sweden,SWE,2021-01-05,262
Sweden,SWE,2021-01-06,305
Sweden,SWE,2021-01-07,348
Sweden,SWE,2021-01-08,391
Sweden,SWE,2021-01-09,434
Sweden,SWE,2021-01-10,478
Sweden,SWE,2021-01-11,556
Sweden,SWE,2021-01-12,635
Sweden,SWE,2021-01-13,713
Sweden,SWE,2021-01-14,792
Sweden,SWE,2021-01-15,870
Sweden,SWE,2021-01-16,948
Sweden,SWE,2021-01-17,1027
Sweden,SWE,2021-01-18,1103
Sweden,SWE,2021-01-19,1180
Sweden,SWE,2021-01-20,1257
Sweden,SWE,2021-01-21,1333
Sweden,SWE,2021-01-22,1410
Sweden,SWE,2021-01-23,1486
Sweden,SWE,2021-01-24,1563
Sweden,SWE,2021-01-25,1514
Sweden,SWE,2021-01-26,1466
Sweden,SWE,2021-01-27,1417
Sweden,SWE,2021-01-28,1369
Sweden,SWE,2021-01-29,1320
Sweden,SWE,2021-01-30,1271
Sweden,SWE,2021-01-31,1223
Sweden,SWE,2021-02-01,1239
Sweden,SWE,2021-02-02,1255
Sweden,SWE,2021-02-03,1271
Sweden,SWE,2021-02-04,1287
Sweden,SWE,2021-02-05,1303
Sweden,SWE,2021-02-06,1319
Sweden,SWE,2021-02-07,1335
Sweden,SWE,2021-02-08,1364
Sweden,SWE,2021-02-09,1393
Sweden,SWE,2021-02-10,1422
Sweden,SWE,2021-02-11,1451
Sweden,SWE,2021-02-12,1480
Sweden,SWE,2021-02-13,1509
Sweden,SWE,2021-02-14,1538
Sweden,SWE,2021-02-15,1601
Sweden,SWE,2021-02-16,1665
Sweden,SWE,2021-02-17,1729
Sweden,SWE,2021-02-18,1793
Sweden,SWE,2021-02-19,1857
Sweden,SWE,2021-02-20,1920
Sweden,SWE,2021-02-21,1984
Sweden,SWE,2021-02-22,1710
Sweden,SWE,2021-02-23,1437
Sweden,SWE,2021-02-24,1163
Sweden,SWE,2021-02-25,1265
Sweden,SWE,2021-02-26,1411
Sweden,SWE,2021-02-27,1412
Sweden,SWE,2021-02-28,1414
Sweden,SWE,2021-03-01,1689
Sweden,SWE,2021-03-02,1964
Sweden,SWE,2021-03-03,2188
Switzerland,CHE,2021-01-25,869
Switzerland,CHE,2021-01-26,912
Switzerland,CHE,2021-01-27,2386
Switzerland,CHE,2021-01-28,2051
Switzerland,CHE,2021-01-29,1826
Switzerland,CHE,2021-01-30,1546
Switzerland,CHE,2021-01-31,1930
Switzerland,CHE,2021-02-01,1924
Switzerland,CHE,2021-02-02,1919
Switzerland,CHE,2021-02-03,1818
Switzerland,CHE,2021-02-04,1810
Switzerland,CHE,2021-02-05,1807
Switzerland,CHE,2021-02-06,1805
Switzerland,CHE,2021-02-07,1630
Switzerland,CHE,2021-02-08,1664
Switzerland,CHE,2021-02-09,1695
Switzerland,CHE,2021-02-10,1854
Switzerland,CHE,2021-02-11,1890
Switzerland,CHE,2021-02-12,1953
Switzerland,CHE,2021-02-13,1974
Switzerland,CHE,2021-02-14,2126
Switzerland,CHE,2021-02-15,2160
Switzerland,CHE,2021-02-16,2207
Switzerland,CHE,2021-02-17,2141
Switzerland,CHE,2021-02-18,2190
Switzerland,CHE,2021-02-19,2188
Switzerland,CHE,2021-02-20,2190
Switzerland,CHE,2021-02-21,2166
Switzerland,CHE,2021-02-22,2131
Switzerland,CHE,2021-02-23,2110
Switzerland,CHE,2021-02-24,2249
Switzerland,CHE,2021-02-25,2197
Switzerland,CHE,2021-02-26,2164
Switzerland,CHE,2021-02-27,2147
Switzerland,CHE,2021-02-28,2186
Thailand,THA,2021-02-28,2
Thailand,THA,2021-03-01,2
Thailand,THA,2021-03-02,35
Trinidad and Tobago,TTO,2021-02-16,45
Trinidad and Tobago,TTO,2021-02-17,45
Trinidad and Tobago,TTO,2021-02-18,45
Trinidad and Tobago,TTO,2021-02-19,45
Trinidad and Tobago,TTO,2021-02-20,45
Trinidad and Tobago,TTO,2021-02-21,45
Trinidad and Tobago,TTO,2021-02-22,45
Turkey,TUR,2021-01-14,3313
Turkey,TUR,2021-01-15,3656
Turkey,TUR,2021-01-16,2675
Turkey,TUR,2021-01-17,2094
Turkey,TUR,2021-01-18,1974
Turkey,TUR,2021-01-19,1879
Turkey,TUR,2021-01-20,1783
Turkey,TUR,2021-01-21,1424
Turkey,TUR,2021-01-22,992
Turkey,TUR,2021-01-23,932
Turkey,TUR,2021-01-24,912
Turkey,TUR,2021-01-25,797
Turkey,TUR,2021-01-26,779
Turkey,TUR,2021-01-27,796
Turkey,TUR,2021-01-28,978
Turkey,TUR,2021-01-29,1230
Turkey,TUR,2021-01-30,1243
Turkey,TUR,2021-01-31,1256
Turkey,TUR,2021-02-01,1412
Turkey,TUR,2021-02-02,1387
Turkey,TUR,2021-02-03,1390
Turkey,TUR,2021-02-04,1361
Turkey,TUR,2021-02-05,1070
Turkey,TUR,2021-02-06,1086
Turkey,TUR,2021-02-07,1057
Turkey,TUR,2021-02-08,894
Turkey,TUR,2021-02-09,853
Turkey,TUR,2021-02-10,765
Turkey,TUR,2021-02-11,585
Turkey,TUR,2021-02-12,1431
Turkey,TUR,2021-02-13,1877
Turkey,TUR,2021-02-14,2057
Turkey,TUR,2021-02-15,2571
Turkey,TUR,2021-02-16,3215
Turkey,TUR,2021-02-17,4113
Turkey,TUR,2021-02-18,5165
Turkey,TUR,2021-02-19,5009
Turkey,TUR,2021-02-20,4783
Turkey,TUR,2021-02-21,4653
Turkey,TUR,2021-02-22,4498
Turkey,TUR,2021-02-23,4503
Turkey,TUR,2021-02-24,4059
Turkey,TUR,2021-02-25,3531
Turkey,TUR,2021-02-26,3281
Turkey,TUR,2021-02-27,3356
Turkey,TUR,2021-02-28,3347
Turkey,TUR,2021-03-01,3282
Turkey,TUR,2021-03-02,3022
Turkey,TUR,2021-03-03,2876
Turks and Caicos Islands,TCA,2021-01-11,5734
Turks and Caicos Islands,TCA,2021-01-12,5734
Turks and Caicos Islands,TCA,2021-01-13,5734
Turks and Caicos Islands,TCA,2021-01-14,5734
Turks and Caicos Islands,TCA,2021-01-15,5734
Turks and Caicos Islands,TCA,2021-01-16,5734
Turks and Caicos Islands,TCA,2021-01-17,5734
Turks and Caicos Islands,TCA,2021-01-18,5734
Turks and Caicos Islands,TCA,2021-01-19,5734
Turks and Caicos Islands,TCA,2021-01-20,5734
Turks and Caicos Islands,TCA,2021-01-21,5734
Turks and Caicos Islands,TCA,2021-01-22,5734
Turks and Caicos Islands,TCA,2021-01-23,5734
Turks and Caicos Islands,TCA,2021-01-24,5734
Turks and Caicos Islands,TCA,2021-01-25,5734
Turks and Caicos Islands,TCA,2021-01-26,5734
Turks and Caicos Islands,TCA,2021-01-27,5734
Turks and Caicos Islands,TCA,2021-01-28,5734
Turks and Caicos Islands,TCA,2021-01-29,5734
Turks and Caicos Islands,TCA,2021-01-30,5734
Turks and Caicos Islands,TCA,2021-01-31,5734
Turks and Caicos Islands,TCA,2021-02-01,5734
Turks and Caicos Islands,TCA,2021-02-02,5734
Turks and Caicos Islands,TCA,2021-02-03,5734
Turks and Caicos Islands,TCA,2021-02-04,5734
Turks and Caicos Islands,TCA,2021-02-05,5734
Turks and Caicos Islands,TCA,2021-02-06,5734
Turks and Caicos Islands,TCA,2021-02-07,5734
Turks and Caicos Islands,TCA,2021-02-08,5734
Ukraine,UKR,2021-02-25,27
Ukraine,UKR,2021-02-26,33
Ukraine,UKR,2021-02-27,23
Ukraine,UKR,2021-02-28,22
Ukraine,UKR,2021-03-01,22
Ukraine,UKR,2021-03-02,26
Ukraine,UKR,2021-03-03,31
United Arab Emirates,ARE,2021-01-06,3104
United Arab Emirates,ARE,2021-01-07,3104
United Arab Emirates,ARE,2021-01-08,3884
United Arab Emirates,ARE,2021-01-09,4905
United Arab Emirates,ARE,2021-01-10,5263
United Arab Emirates,ARE,2021-01-11,5745
United Arab Emirates,ARE,2021-01-12,6490
United Arab Emirates,ARE,2021-01-13,7765
United Arab Emirates,ARE,2021-01-14,9246
United Arab Emirates,ARE,2021-01-15,10464
United Arab Emirates,ARE,2021-01-16,11231
United Arab Emirates,ARE,2021-01-17,11500
United Arab Emirates,ARE,2021-01-18,11617
United Arab Emirates,ARE,2021-01-19,11407
United Arab Emirates,ARE,2021-01-20,11072
United Arab Emirates,ARE,2021-01-21,10374
United Arab Emirates,ARE,2021-01-22,9722
United Arab Emirates,ARE,2021-01-23,9083
United Arab Emirates,ARE,2021-01-24,8739
United Arab Emirates,ARE,2021-01-25,8660
United Arab Emirates,ARE,2021-01-26,8844
United Arab Emirates,ARE,2021-01-27,8714
United Arab Emirates,ARE,2021-01-28,8993
United Arab Emirates,ARE,2021-01-29,9642
United Arab Emirates,ARE,2021-01-30,9928
United Arab Emirates,ARE,2021-01-31,12225
United Arab Emirates,ARE,2021-02-01,12562
United Arab Emirates,ARE,2021-02-02,11916
United Arab Emirates,ARE,2021-02-03,11556
United Arab Emirates,ARE,2021-02-04,14166
United Arab Emirates,ARE,2021-02-05,14715
United Arab Emirates,ARE,2021-02-06,15703
United Arab Emirates,ARE,2021-02-07,14151
United Arab Emirates,ARE,2021-02-08,14052
United Arab Emirates,ARE,2021-02-09,14798
United Arab Emirates,ARE,2021-02-10,16179
United Arab Emirates,ARE,2021-02-11,13618
United Arab Emirates,ARE,2021-02-12,12659
United Arab Emirates,ARE,2021-02-13,11612
United Arab Emirates,ARE,2021-02-14,10708
United Arab Emirates,ARE,2021-02-15,9723
United Arab Emirates,ARE,2021-02-16,9700
United Arab Emirates,ARE,2021-02-17,8663
United Arab Emirates,ARE,2021-02-18,8400
United Arab Emirates,ARE,2021-02-19,8161
United Arab Emirates,ARE,2021-02-20,7917
United Arab Emirates,ARE,2021-02-21,7209
United Arab Emirates,ARE,2021-02-22,6803
United Arab Emirates,ARE,2021-02-23,6782
United Arab Emirates,ARE,2021-02-24,6891
United Arab Emirates,ARE,2021-02-25,6822
United Arab Emirates,ARE,2021-02-26,6738
United Arab Emirates,ARE,2021-02-27,6669
United Arab Emirates,ARE,2021-02-28,6733
United Arab Emirates,ARE,2021-03-01,6798
United Arab Emirates,ARE,2021-03-02,6163
United Arab Emirates,ARE,2021-03-03,5877
United Kingdom,GBR,2020-12-14,1238
United Kingdom,GBR,2020-12-15,1238
United Kingdom,GBR,2020-12-16,1238
United Kingdom,GBR,2020-12-17,1238
United Kingdom,GBR,2020-12-18,1238
United Kingdom,GBR,2020-12-19,1238
United Kingdom,GBR,2020-12-20,1238
United Kingdom,GBR,2020-12-21,1160
United Kingdom,GBR,2020-12-22,1082
United Kingdom,GBR,2020-12-23,1005
United Kingdom,GBR,2020-12-24,927
United Kingdom,GBR,2020-12-25,849
United Kingdom,GBR,2020-12-26,771
United Kingdom,GBR,2020-12-27,694
United Kingdom,GBR,2020-12-28,714
United Kingdom,GBR,2020-12-29,734
United Kingdom,GBR,2020-12-30,755
United Kingdom,GBR,2020-12-31,775
United Kingdom,GBR,2021-01-01,795
United Kingdom,GBR,2021-01-02,815
United Kingdom,GBR,2021-01-03,836
United Kingdom,GBR,2021-01-04,1100
United Kingdom,GBR,2021-01-05,1365
United Kingdom,GBR,2021-01-06,1629
United Kingdom,GBR,2021-01-07,1893
United Kingdom,GBR,2021-01-08,2158
United Kingdom,GBR,2021-01-09,2422
United Kingdom,GBR,2021-01-10,2687
United Kingdom,GBR,2021-01-11,2652
United Kingdom,GBR,2021-01-12,2739
United Kingdom,GBR,2021-01-13,2962
United Kingdom,GBR,2021-01-14,3256
United Kingdom,GBR,2021-01-15,3600
United Kingdom,GBR,2021-01-16,3844
United Kingdom,GBR,2021-01-17,3865
United Kingdom,GBR,2021-01-18,3955
United Kingdom,GBR,2021-01-19,4215
United Kingdom,GBR,2021-01-20,4379
United Kingdom,GBR,2021-01-21,4570
United Kingdom,GBR,2021-01-22,4853
United Kingdom,GBR,2021-01-23,5262
United Kingdom,GBR,2021-01-24,5322
United Kingdom,GBR,2021-01-25,5476
United Kingdom,GBR,2021-01-26,5404
United Kingdom,GBR,2021-01-27,5295
United Kingdom,GBR,2021-01-28,5302
United Kingdom,GBR,2021-01-29,5323
United Kingdom,GBR,2021-01-30,5567
United Kingdom,GBR,2021-01-31,5780
United Kingdom,GBR,2021-02-01,5930
United Kingdom,GBR,2021-02-02,6065
United Kingdom,GBR,2021-02-03,6396
United Kingdom,GBR,2021-02-04,6540
United Kingdom,GBR,2021-02-05,6557
United Kingdom,GBR,2021-02-06,6436
United Kingdom,GBR,2021-02-07,6347
United Kingdom,GBR,2021-02-08,6354
United Kingdom,GBR,2021-02-09,6434
United Kingdom,GBR,2021-02-10,6400
United Kingdom,GBR,2021-02-11,6450
United Kingdom,GBR,2021-02-12,6558
United Kingdom,GBR,2021-02-13,6467
United Kingdom,GBR,2021-02-14,6383
United Kingdom,GBR,2021-02-15,6228
United Kingdom,GBR,2021-02-16,6148
United Kingdom,GBR,2021-02-17,6236
United Kingdom,GBR,2021-02-18,6151
United Kingdom,GBR,2021-02-19,5809
United Kingdom,GBR,2021-02-20,5466
United Kingdom,GBR,2021-02-21,5279
United Kingdom,GBR,2021-02-22,5128
United Kingdom,GBR,2021-02-23,5077
United Kingdom,GBR,2021-02-24,5042
United Kingdom,GBR,2021-02-25,5152
United Kingdom,GBR,2021-02-26,5468
United Kingdom,GBR,2021-02-27,5657
United Kingdom,GBR,2021-02-28,5773
United Kingdom,GBR,2021-03-01,5816
United Kingdom,GBR,2021-03-02,5655
United States,USA,2020-12-21,173
United States,USA,2020-12-22,381
United States,USA,2020-12-23,450
United States,USA,2020-12-24,571
United States,USA,2020-12-25,644
United States,USA,2020-12-26,692
United States,USA,2020-12-27,632
United States,USA,2020-12-28,646
United States,USA,2020-12-29,705
United States,USA,2020-12-30,763
United States,USA,2020-12-31,834
United States,USA,2021-01-01,904
United States,USA,2021-01-02,974
United States,USA,2021-01-03,1007
United States,USA,2021-01-04,1041
United States,USA,2021-01-05,1015
United States,USA,2021-01-06,1073
United States,USA,2021-01-07,1131
United States,USA,2021-01-08,1256
United States,USA,2021-01-09,1379
United States,USA,2021-01-10,1634
United States,USA,2021-01-11,1890
United States,USA,2021-01-12,1918
United States,USA,2021-01-13,2124
United States,USA,2021-01-14,2234
United States,USA,2021-01-15,2388
United States,USA,2021-01-16,2427
United States,USA,2021-01-17,2466
United States,USA,2021-01-18,2504
United States,USA,2021-01-19,2725
United States,USA,2021-01-20,2668
United States,USA,2021-01-21,2733
United States,USA,2021-01-22,2917
United States,USA,2021-01-23,3162
United States,USA,2021-01-24,3355
United States,USA,2021-01-25,3368
United States,USA,2021-01-26,3346
United States,USA,2021-01-27,3472
United States,USA,2021-01-28,3694
United States,USA,2021-01-29,3749
United States,USA,2021-01-30,3861
United States,USA,2021-01-31,3962
United States,USA,2021-02-01,4053
United States,USA,2021-02-02,3947
United States,USA,2021-02-03,3941
United States,USA,2021-02-04,3849
United States,USA,2021-02-05,3816
United States,USA,2021-02-06,4041
United States,USA,2021-02-07,4309
United States,USA,2021-02-08,4355
United States,USA,2021-02-09,4453
United States,USA,2021-02-10,4652
United States,USA,2021-02-11,4778
United States,USA,2021-02-12,4951
United States,USA,2021-02-13,4957
United States,USA,2021-02-14,4986
United States,USA,2021-02-15,4970
United States,USA,2021-02-16,5132
United States,USA,2021-02-17,4917
United States,USA,2021-02-18,4847
United States,USA,2021-02-19,4773
United States,USA,2021-02-20,4548
United States,USA,2021-02-21,4360
United States,USA,2021-02-22,4325
United States,USA,2021-02-23,4191
United States,USA,2021-02-24,4350
United States,USA,2021-02-25,4501
United States,USA,2021-02-26,4643
United States,USA,2021-02-27,4919
United States,USA,2021-02-28,5188
United States,USA,2021-03-01,5434
United States,USA,2021-03-02,5809
United States,USA,2021-03-03,6012
Uruguay,URY,2021-03-01,4751
Uruguay,URY,2021-03-02,3977
Uruguay,URY,2021-03-03,5196
Venezuela,VEN,2021-02-18,1
Venezuela,VEN,2021-02-19,1
Venezuela,VEN,2021-02-20,1
Venezuela,VEN,2021-02-21,1
Venezuela,VEN,2021-02-22,1
Wales,,2020-12-14,713
Wales,,2020-12-15,713
Wales,,2020-12-16,713
Wales,,2020-12-17,713
Wales,,2020-12-18,713
Wales,,2020-12-19,713
Wales,,2020-12-20,713
Wales,,2020-12-21,692
Wales,,2020-12-22,671
Wales,,2020-12-23,650
Wales,,2020-12-24,629
Wales,,2020-12-25,607
Wales,,2020-12-26,586
Wales,,2020-12-27,565
Wales,,2020-12-28,576
Wales,,2020-12-29,587
Wales,,2020-12-30,599
Wales,,2020-12-31,610
Wales,,2021-01-01,621
Wales,,2021-01-02,632
Wales,,2021-01-03,643
Wales,,2021-01-04,781
Wales,,2021-01-05,919
Wales,,2021-01-06,1056
Wales,,2021-01-07,1194
Wales,,2021-01-08,1332
Wales,,2021-01-09,1469
Wales,,2021-01-10,1607
Wales,,2021-01-11,1614
Wales,,2021-01-12,1844
Wales,,2021-01-13,2141
Wales,,2021-01-14,2519
Wales,,2021-01-15,2673
Wales,,2021-01-16,2828
Wales,,2021-01-17,2982
Wales,,2021-01-18,3211
Wales,,2021-01-19,3385
Wales,,2021-01-20,3522
Wales,,2021-01-21,3907
Wales,,2021-01-22,4804
Wales,,2021-01-23,5510
Wales,,2021-01-24,5412
Wales,,2021-01-25,5798
Wales,,2021-01-26,6197
Wales,,2021-01-27,6611
Wales,,2021-01-28,6807
Wales,,2021-01-29,6250
Wales,,2021-01-30,6307
Wales,,2021-01-31,6605
Wales,,2021-02-01,6822
Wales,,2021-02-02,6829
Wales,,2021-02-03,7025
Wales,,2021-02-04,7327
Wales,,2021-02-05,8179
Wales,,2021-02-06,8517
Wales,,2021-02-07,8592
Wales,,2021-02-08,8679
Wales,,2021-02-09,8856
Wales,,2021-02-10,8886
Wales,,2021-02-11,8848
Wales,,2021-02-12,8799
Wales,,2021-02-13,8337
Wales,,2021-02-14,8312
Wales,,2021-02-15,7745
Wales,,2021-02-16,7305
Wales,,2021-02-17,6982
Wales,,2021-02-18,6549
Wales,,2021-02-19,5992
Wales,,2021-02-20,5511
Wales,,2021-02-21,5201
Wales,,2021-02-22,5265
Wales,,2021-02-23,5321
Wales,,2021-02-24,5308
Wales,,2021-02-25,5342
Wales,,2021-02-26,5414
Wales,,2021-02-27,5535
Wales,,2021-02-28,5641
Wales,,2021-03-01,5701
Wales,,2021-03-02,5845
World,OWID_WRL,2020-12-09,2
World,OWID_WRL,2020-12-10,2
World,OWID_WRL,2020-12-11,2
World,OWID_WRL,2020-12-12,2
World,OWID_WRL,2020-12-13,2
World,OWID_WRL,2020-12-14,2
World,OWID_WRL,2020-12-15,30
World,OWID_WRL,2020-12-16,29
World,OWID_WRL,2020-12-17,29
World,OWID_WRL,2020-12-18,29
World,OWID_WRL,2020-12-19,29
